player1,player2,score1,score2,round,tourneyName,eventName,date
Loona,Young_Lz_23,0,2,Round 6,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
Nao,GalacticBounty,0,2,Round 6,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
DontCareBear,Lambo Xiao Long,1,2,Round 6,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
FishyFishy,Lurry,0,2,Round 6,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
Mio,Envy,0,2,Round 6,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
PizzaSlut,baccpack,0,2,Round 6,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
Mobon,PORK LAZER,0,2,Round 6,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
VacuumCleaner,zignoe,0,2,Round 6,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
EveyDeevey,Zippy,0,2,Round 6,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
Mookiio,Zintai,0,2,Round 6,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
sunny,Dusty,-1,0,Round 6,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
Austine,Jdjones,0,-1,Round 6,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
ItsMePugs,Petrafied,0,2,Round 6,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
RoninShin,Larry Cage,0,2,Round 6,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
Remi Celeste,Darkrai,0,3,Winners Final,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
Remi Celeste,OneTrueSnorlax,3,0,Losers Final,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
Chetoo,Hornett,0,-1,Round 5,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
Orion,Squidnow,2,1,Round 5,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
Papple,Ciyef,2,0,Round 5,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
Darkrai,Dartremix,2,0,Round 5,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
Macho,Neko Overlord,2,0,Round 5,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
OneTrueSnorlax,Xerker,1,2,Round 5,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
Remi Celeste,ElectroKinetic,2,0,Round 5,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
Loona,Llamas123,2,0,Round 5,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
Mio,Garbagepailkids,0,-1,Round 5,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
Mobon,Mantikore,2,0,Round 5,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
PizzaSlut,taozenforce,0,2,Round 5,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
PizzaSlut,taozenforce,0,2,Round 5,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
Nao,Lil' John Cena,0,2,Round 5,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
DontCareBear,Mega,0,2,Round 5,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
EveyDeevey,SonAceKeem,0,2,Round 5,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
Mookiio,Fedboytru,0,2,Round 5,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
ItsMePugs,zeSkully,1,2,Round 5,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
VacuumCleaner,KyMonkey,0,2,Round 5,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
Austine,Tenack,0,-1,Round 5,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
RoninShin,Casper,2,0,Round 5,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
sunny,CrispyCthulhu,-1,0,Round 5,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
NOT A REAL PERSON 4,Young_Lz_23,-1,0,Round 5,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
NOT A REAL PERSON 5,Lambo Xiao Long,-1,0,Round 5,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
NiC,Lurry,1,2,Round 5,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
NOT A REAL PERSON 3,baccpack,-1,0,Round 5,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
NOT A REAL PERSON 2,GalacticBounty,-1,0,Round 5,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
NOT A REAL PERSON 6,PORK LAZER,-1,0,Round 5,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
NOT A REAL PERSON 1,Envy,-1,0,Round 5,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
Zippy,OneTrueSnorlax,2,3,Losers Semi-Final,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
Remi Celeste,Zippy,3,1,Winners Semi-Final,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
Darkrai,Macho,3,0,Winners Semi-Final,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
Zippy,Petrafied,3,0,Losers Quarter-Final,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
Macho,OneTrueSnorlax,2,3,Losers Quarter-Final,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
Chetoo,Loona,2,0,Round 4,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
Orion,Mobon,1,2,Round 4,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
Darkrai,Mio,2,0,Round 4,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
Macho,PizzaSlut,2,0,Round 4,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
Remi Celeste,FishyFishy,0,2,Round 4,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
OneTrueSnorlax,Nao,2,0,Round 4,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
Papple,DontCareBear,2,0,Round 4,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
ItsMePugs,Squidnow,0,2,Round 4,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
sunny,Ciyef,-1,0,Round 4,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
VacuumCleaner,ElectroKinetic,2,0,Round 4,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
Mookiio,Xerker,0,2,Round 4,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
RoninShin,Dartremix,1,2,Round 4,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
Austine,Hornett,0,-1,Round 4,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
EveyDeevey,Neko Overlord,0,2,Round 4,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
NOT A REAL PERSON 1,Garbagepailkids,-1,0,Round 4,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
NOT A REAL PERSON 5,Mega,-1,0,Round 4,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
NOT A REAL PERSON 2,Lil' John Cena,-1,0,Round 4,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
NOT A REAL PERSON 3,taozenforce,-1,0,Round 4,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
NiC,Fidel Ca$htro,2,1,Round 4,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
NOT A REAL PERSON 4,Llamas123,-1,0,Round 4,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
NOT A REAL PERSON 6,Mantikore,-1,0,Round 4,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
Petrafied,PORK LAZER,2,1,Round 4,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
zignoe,Lurry,0,2,Round 4,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
Dusty,Lambo Xiao Long,2,0,Round 4,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
Larry Cage,Envy,2,0,Round 4,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
Zintai,GalacticBounty,0,2,Round 4,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
Jdjones,Young_Lz_23,-1,0,Round 4,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
Zippy,baccpack,2,0,Round 4,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
Petrafied,Xerker,3,0,Losers Round 7,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
Dusty,OneTrueSnorlax,2,3,Losers Round 7,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
Remi Celeste,Dusty,3,2,Winners Quarter-Final,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
Zippy,OneTrueSnorlax,3,2,Winners Quarter-Final,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
Darkrai,Petrafied,3,0,Winners Quarter-Final,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
Xerker,Macho,0,3,Winners Quarter-Final,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
Petrafied,Young_Lz_23,3,0,Losers Round 6,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
Xerker,Orion,3,1,Losers Round 6,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
Dusty,Papple,3,2,Losers Round 6,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
OneTrueSnorlax,SonAceKeem,3,0,Losers Round 6,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
Remi Celeste,VacuumCleaner,2,0,Round 3,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
OneTrueSnorlax,Mookiio,2,0,Round 3,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
Chetoo,Austine,2,0,Round 3,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
Orion,ItsMePugs,2,1,Round 3,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
Papple,sunny,0,-1,Round 3,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
Darkrai,RoninShin,2,0,Round 3,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
Macho,EveyDeevey,2,0,Round 3,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
NOT A REAL PERSON 4,Loona,-1,0,Round 3,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
NOT A REAL PERSON 5,DontCareBear,-1,0,Round 3,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
NOT A REAL PERSON 1,Mio,-1,0,Round 3,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
NOT A REAL PERSON 6,Mobon,-1,0,Round 3,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
NiC,FishyFishy,2,0,Round 3,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
NOT A REAL PERSON 3,PizzaSlut,-1,0,Round 3,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
NOT A REAL PERSON 2,Nao,-1,0,Round 3,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
Jdjones,Llamas123,-1,0,Round 3,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
Zippy,taozenforce,2,0,Round 3,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
Larry Cage,Garbagepailkids,0,-1,Round 3,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
Zintai,Lil' John Cena,0,2,Round 3,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
Dusty,Mega,2,0,Round 3,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
zignoe,Fidel Ca$htro,0,2,Round 3,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
Petrafied,Mantikore,2,0,Round 3,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
PORK LAZER,zeSkully,2,0,Round 3,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
Young_Lz_23,Tenack,0,-1,Round 3,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
Envy,Casper,2,1,Round 3,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
baccpack,SonAceKeem,2,0,Round 3,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
Lurry,KyMonkey,2,1,Round 3,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
GalacticBounty,Fedboytru,0,2,Round 3,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
Lambo Xiao Long,CrispyCthulhu,0,2,Round 3,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
Young_Lz_23,CrispyCthulhu,3,2,Losers Round 5,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
Orion,Fidel Ca$htro,3,1,Losers Round 5,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
Papple,Casper,3,1,Losers Round 5,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
SonAceKeem,Jdjones,3,2,Losers Round 5,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
Remi Celeste,Envy,3,0,Winners Round 2,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
Orion,Dusty,2,3,Winners Round 2,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
Zippy,CrispyCthulhu,3,1,Winners Round 2,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
Young_Lz_23,OneTrueSnorlax,0,3,Winners Round 2,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
Darkrai,baccpack,3,0,Winners Round 2,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
Petrafied,Chetoo,3,1,Winners Round 2,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
Xerker,Lurry,3,0,Winners Round 2,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
Papple,Macho,2,3,Winners Round 2,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
Young_Lz_23,Mobon,3,1,Losers Round 4,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
CrispyCthulhu,FishyFishy,3,1,Losers Round 4,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
Orion,Ciyef,3,0,Losers Round 4,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
Envy,Fidel Ca$htro,-1,0,Losers Round 4,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
Papple,KyMonkey,3,0,Losers Round 4,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
Lurry,Casper,0,3,Losers Round 4,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
Chetoo,SonAceKeem,1,3,Losers Round 4,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
baccpack,Jdjones,0,3,Losers Round 4,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
Orion,NOT A REAL PERSON 6,0,-1,Round 2,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
Darkrai,NOT A REAL PERSON 1,0,-1,Round 2,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
Papple,NOT A REAL PERSON 5,0,-1,Round 2,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
Macho,NOT A REAL PERSON 3,0,-1,Round 2,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
OneTrueSnorlax,NOT A REAL PERSON 2,0,-1,Round 2,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
Chetoo,NOT A REAL PERSON 4,0,-1,Round 2,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
Remi Celeste,NiC,2,0,Round 2,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
zignoe,FishyFishy,1,2,Round 2,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
Larry Cage,Mio,2,0,Round 2,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
Zippy,PizzaSlut,2,0,Round 2,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
Zintai,Nao,2,0,Round 2,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
Dusty,DontCareBear,2,0,Round 2,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
Jdjones,Loona,-1,0,Round 2,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
Petrafied,Mobon,2,0,Round 2,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
Young_Lz_23,Hornett,0,-1,Round 2,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
PORK LAZER,Squidnow,1,2,Round 2,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
GalacticBounty,Xerker,1,2,Round 2,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
Envy,Dartremix,2,1,Round 2,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
baccpack,Neko Overlord,2,1,Round 2,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
Lurry,ElectroKinetic,2,0,Round 2,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
Lambo Xiao Long,Ciyef,0,2,Round 2,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
zeSkully,Mantikore,2,0,Round 2,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
CrispyCthulhu,Mega,2,0,Round 2,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
KyMonkey,Fidel Ca$htro,1,2,Round 2,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
Casper,Garbagepailkids,0,-1,Round 2,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
Fedboytru,Lil' John Cena,2,0,Round 2,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
Tenack,Llamas123,-1,0,Round 2,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
SonAceKeem,taozenforce,2,0,Round 2,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
Mobon,Llamas123,3,0,Losers Round 3,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
Austine,FishyFishy,0,3,Losers Round 3,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
Ciyef,GalacticBounty,3,2,Losers Round 3,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
Fidel Ca$htro,Squidnow,3,0,Losers Round 3,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
Mega,KyMonkey,0,3,Losers Round 3,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
NiC,Casper,0,3,Losers Round 3,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
taozenforce,SonAceKeem,1,3,Losers Round 3,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
Jdjones,PORK LAZER,3,2,Losers Round 3,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
Envy,Fedboytru,3,0,Winners Round 1,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
Orion,SonAceKeem,3,0,Winners Round 1,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
Dusty,Loona,3,2,Winners Round 1,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
Larry Cage,CrispyCthulhu,2,3,Winners Round 1,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
Young_Lz_23,KyMonkey,3,2,Winners Round 1,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
OneTrueSnorlax,zeSkully,3,0,Winners Round 1,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
Fidel Ca$htro,baccpack,0,3,Winners Round 1,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
Petrafied,GalacticBounty,3,2,Winners Round 1,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
Chetoo,Ciyef,3,1,Winners Round 1,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
Lurry,Austine,3,0,Winners Round 1,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
Papple,RoninShin,3,0,Winners Round 1,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
Macho,Mobon,3,2,Winners Round 1,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
Larry Cage,NOT A REAL PERSON 1,0,-1,Round 1,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
Zippy,NOT A REAL PERSON 3,0,-1,Round 1,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
Petrafied,NOT A REAL PERSON 6,0,-1,Round 1,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
Jdjones,NOT A REAL PERSON 4,0,-1,Round 1,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
Zintai,NOT A REAL PERSON 2,0,-1,Round 1,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
zignoe,NiC,1,2,Round 1,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
Dusty,NOT A REAL PERSON 5,0,-1,Round 1,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
Mobon,DontCareBear,3,0,Losers Round 2,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
RoninShin,Llamas123,2,3,Losers Round 2,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
Austine,ItsMePugs,3,0,Losers Round 2,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
FishyFishy,Neko Overlord,3,2,Losers Round 2,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
Ciyef,Lil' John Cena,3,0,Losers Round 2,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
GalacticBounty,VacuumCleaner,3,0,Losers Round 2,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
Fidel Ca$htro,Lambo Xiao Long,3,1,Losers Round 2,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
Squidnow,Mio,3,2,Losers Round 2,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
Lurry,VacuumCleaner,2,0,Round 1,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
Young_Lz_23,Austine,2,0,Round 1,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
PORK LAZER,ItsMePugs,1,2,Round 1,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
Lambo Xiao Long,sunny,0,-1,Round 1,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
Envy,RoninShin,2,1,Round 1,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
baccpack,EveyDeevey,2,0,Round 1,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
GalacticBounty,Mookiio,2,0,Round 1,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
zeSkully,Mega,1,3,Losers Round 2,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
KyMonkey,Mantikore,3,0,Losers Round 2,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
Larry Cage,NiC,-1,0,Losers Round 2,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
Casper,Zintai,3,0,Losers Round 2,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
Loona,taozenforce,0,3,Losers Round 2,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
SonAceKeem,sunny,0,-1,Losers Round 2,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
Fedboytru,Jdjones,1,3,Losers Round 2,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
PORK LAZER,Mookiio,3,0,Losers Round 2,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
Tenack,Loona,-1,0,Round 1,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
SonAceKeem,PizzaSlut,2,0,Round 1,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
KyMonkey,FishyFishy,2,0,Round 1,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
Fedboytru,Nao,2,0,Round 1,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
zeSkully,Mobon,2,0,Round 1,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
Casper,Mio,2,1,Round 1,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
CrispyCthulhu,DontCareBear,2,0,Round 1,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
taozenforce,Neko Overlord,2,1,Round 1,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
Llamas123,Hornett,0,-1,Round 1,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
Lil' John Cena,Xerker,0,2,Round 1,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
Mantikore,Squidnow,0,2,Round 1,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
Mega,Ciyef,0,2,Round 1,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
Garbagepailkids,Dartremix,-1,0,Round 1,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
Fidel Ca$htro,ElectroKinetic,2,0,Round 1,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
ElectroKinetic,Llamas123,0,3,Losers Round 1,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
ItsMePugs,Dartremix,3,1,Losers Round 1,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
Nao,Neko Overlord,0,3,Losers Round 1,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
NOT A REAL PERSON 3,Lil' John Cena,-1,0,Losers Round 1,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
Tenack,VacuumCleaner,-1,0,Losers Round 1,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
NOT A REAL PERSON 4,Lambo Xiao Long,-1,0,Losers Round 1,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
PizzaSlut,Mio,-1,0,Losers Round 1,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
Hornett,Mega,-1,0,Losers Round 1,9moons-weekly-31-guilty-gear-strive,rr-to-bracket,7.9.22
