player1,player2,score1,score2,round,tourneyName,eventName,date
Lurry,mike_Saftig,2,1,Round 6,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
Jdjones,Zintai,0,2,Round 6,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
KrillinBChillin,Eddventure,0,2,Round 6,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
Superboy_,Rat,2,0,Round 6,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
Lambo Xiao Long,Dusty,1,2,Round 6,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
Mst_Towelette,gravy,2,0,Round 6,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
SoloMan98,Bunker Pyro,2,0,Round 6,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
Lil' John Cena,Jolak,0,2,Round 6,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
Bayo,Sheepy,2,1,Round 6,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
Anklegator,Goldio,2,0,Round 6,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
Dartremix,Kinraiku,0,-1,Round 6,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
Ignus,Minish,0,2,Round 6,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
Nullivoid,Tilted,0,-1,Round 6,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
Rogise,ChiliLion,1,2,Round 6,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
Unluckythirteen,AntiThunder,2,0,Round 6,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
diplohmatt,Data Xigbar In Real Life,0,2,Round 6,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
animal,Sakura,1,2,Round 6,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
UMISHO,Eddventure,3,2,Winners Final,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
Eddventure,KudoGio,3,2,Losers Final,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
UMISHO,CoOLgUy,2,0,Round 5,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
K7 Showoff,KrillinBChillin,2,0,Round 5,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
Petrafied,Lambo Xiao Long,2,1,Round 5,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
Mira,Jdjones,2,0,Round 5,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
KudoGio,Superboy_,2,1,Round 5,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
DKB,Lurry,1,2,Round 5,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
Anklegator,defnotdylo,1,2,Round 5,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
SoloMan98,Nom,0,2,Round 5,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
Dartremix,CPU,1,2,Round 5,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
Bayo,Envy,0,2,Round 5,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
Mst_Towelette,Waffe115,1,2,Round 5,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
Lil' John Cena,Medic,0,2,Round 5,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
Unluckythirteen,Rat,0,2,Round 5,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
diplohmatt,Dusty,0,2,Round 5,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
animal,Zintai,0,2,Round 5,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
Rogise,Eddventure,0,2,Round 5,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
Ignus,mike_Saftig,0,2,Round 5,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
Nullivoid,Nupperz,0,2,Round 5,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
Data Xigbar In Real Life,Kinraiku,0,-1,Round 5,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
ChiliLion,Jolak,2,1,Round 5,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
Minish,Sheepy,2,0,Round 5,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
AntiThunder,Goldio,0,2,Round 5,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
Sakura,gravy,2,1,Round 5,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
Tilted,Bunker Pyro,-1,0,Round 5,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
KudoGio,DKB,3,2,Losers Semi-Final,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
UMISHO,Dusty,3,2,Winners Semi-Final,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
Eddventure,Zintai,3,0,Winners Semi-Final,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
Dusty,KudoGio,0,3,Losers Quarter-Final,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
Zintai,DKB,0,3,Losers Quarter-Final,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
Petrafied,Dartremix,1,2,Round 4,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
K7 Showoff,Lil' John Cena,2,0,Round 4,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
Mira,Mst_Towelette,2,0,Round 4,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
DKB,Bayo,2,0,Round 4,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
UMISHO,SoloMan98,2,0,Round 4,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
KudoGio,Anklegator,2,0,Round 4,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
animal,Jdjones,0,2,Round 4,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
Rogise,KrillinBChillin,0,2,Round 4,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
Nullivoid,CoOLgUy,2,1,Round 4,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
Ignus,Lurry,0,2,Round 4,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
diplohmatt,Lambo Xiao Long,0,2,Round 4,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
Unluckythirteen,Superboy_,2,1,Round 4,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
AntiThunder,defnotdylo,0,2,Round 4,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
ChiliLion,Medic,0,2,Round 4,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
Data Xigbar In Real Life,CPU,0,2,Round 4,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
Sakura,Waffe115,0,2,Round 4,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
Tilted,Nom,-1,0,Round 4,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
Minish,Envy,0,2,Round 4,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
Goldio,Rat,0,2,Round 4,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
Jolak,Eddventure,0,2,Round 4,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
Sheepy,mike_Saftig,0,2,Round 4,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
Bunker Pyro,Nupperz,1,2,Round 4,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
Kinraiku,Dusty,-1,0,Round 4,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
gravy,Zintai,0,2,Round 4,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
KudoGio,KrillinBChillin,3,2,Losers Round 6,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
DKB,Rat,3,1,Losers Round 6,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
UMISHO,DKB,3,0,Winners Quarter-Final,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
Dusty,K7 Showoff,3,2,Winners Quarter-Final,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
Eddventure,defnotdylo,3,0,Winners Quarter-Final,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
Zintai,Lurry,3,2,Winners Quarter-Final,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
defnotdylo,KudoGio,1,3,Losers Round 5,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
Lurry,KrillinBChillin,0,3,Losers Round 5,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
DKB,Nupperz,3,1,Losers Round 5,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
K7 Showoff,Rat,1,3,Losers Round 5,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
KudoGio,Unluckythirteen,2,0,Round 3,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
DKB,Ignus,2,0,Round 3,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
K7 Showoff,Rogise,2,0,Round 3,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
UMISHO,Nullivoid,2,1,Round 3,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
Petrafied,diplohmatt,2,0,Round 3,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
Mira,animal,2,0,Round 3,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
Sakura,Mst_Towelette,0,2,Round 3,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
ChiliLion,Lil' John Cena,2,0,Round 3,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
AntiThunder,Anklegator,0,2,Round 3,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
Data Xigbar In Real Life,Dartremix,2,1,Round 3,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
Minish,Bayo,2,0,Round 3,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
Tilted,SoloMan98,-1,0,Round 3,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
gravy,Jdjones,0,2,Round 3,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
Jolak,KrillinBChillin,0,2,Round 3,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
Sheepy,Lurry,0,2,Round 3,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
Bunker Pyro,CoOLgUy,2,0,Round 3,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
Kinraiku,Lambo Xiao Long,-1,0,Round 3,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
Goldio,Superboy_,0,2,Round 3,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
Zintai,Waffe115,2,0,Round 3,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
Rat,defnotdylo,2,0,Round 3,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
Eddventure,Medic,2,0,Round 3,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
Nupperz,Nom,2,0,Round 3,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
mike_Saftig,Envy,2,0,Round 3,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
Dusty,CPU,2,0,Round 3,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
KudoGio,Nullivoid,3,1,Losers Round 4,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
KrillinBChillin,Waffe115,3,2,Losers Round 4,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
Nupperz,Envy,3,1,Losers Round 4,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
Mira,Rat,1,3,Losers Round 4,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
UMISHO,Petrafied,3,0,Winners Round 2,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
DKB,KrillinBChillin,3,0,Winners Round 2,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
Dusty,Nullivoid,3,0,Winners Round 2,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
KudoGio,K7 Showoff,2,3,Winners Round 2,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
Eddventure,mike_Saftig,3,0,Winners Round 2,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
defnotdylo,CPU,3,2,Winners Round 2,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
Zintai,Medic,3,0,Winners Round 2,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
Lurry,Nupperz,3,1,Winners Round 2,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
KudoGio,Minish,3,1,Losers Round 3,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
Nullivoid,Mst_Towelette,3,1,Losers Round 3,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
KrillinBChillin,Anklegator,3,1,Losers Round 3,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
Petrafied,Waffe115,0,3,Losers Round 3,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
Nupperz,Jdjones,3,1,Losers Round 3,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
Medic,Envy,1,3,Losers Round 3,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
CPU,Mira,0,3,Losers Round 3,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
mike_Saftig,Rat,1,3,Losers Round 3,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
UMISHO,Tilted,0,-1,Round 2,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
Petrafied,Data Xigbar In Real Life,2,0,Round 2,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
K7 Showoff,ChiliLion,2,0,Round 2,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
DKB,Minish,2,0,Round 2,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
KudoGio,AntiThunder,2,0,Round 2,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
Mira,Sakura,2,0,Round 2,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
Kinraiku,diplohmatt,-1,0,Round 2,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
Bunker Pyro,Nullivoid,1,2,Round 2,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
gravy,animal,2,0,Round 2,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
Sheepy,Ignus,2,0,Round 2,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
Jolak,Rogise,0,2,Round 2,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
Goldio,Unluckythirteen,1,2,Round 2,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
Dusty,Dartremix,2,0,Round 2,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
Eddventure,Lil' John Cena,2,0,Round 2,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
Zintai,Mst_Towelette,2,0,Round 2,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
mike_Saftig,Bayo,2,0,Round 2,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
Nupperz,SoloMan98,2,0,Round 2,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
Rat,Anklegator,2,0,Round 2,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
Medic,KrillinBChillin,2,0,Round 2,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
Nom,CoOLgUy,2,0,Round 2,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
CPU,Lambo Xiao Long,2,0,Round 2,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
defnotdylo,Superboy_,2,1,Round 2,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
Waffe115,Jdjones,1,2,Round 2,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
Envy,Lurry,0,2,Round 2,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
Goldio,Minish,2,3,Losers Round 2,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
Unluckythirteen,Mst_Towelette,2,3,Losers Round 2,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
Nom,Anklegator,-1,0,Losers Round 2,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
Waffe115,SoloMan98,3,0,Losers Round 2,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
Jdjones,Superboy_,3,2,Losers Round 2,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
Envy,Lambo Xiao Long,3,1,Losers Round 2,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
Mira,Sheepy,3,2,Losers Round 2,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
Rat,Bunker Pyro,3,1,Losers Round 2,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
Petrafied,Rat,3,0,Winners Round 1,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
Mira,KrillinBChillin,0,3,Winners Round 1,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
Nullivoid,Envy,3,1,Winners Round 1,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
K7 Showoff,Jdjones,3,0,Winners Round 1,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
Waffe115,mike_Saftig,1,3,Winners Round 1,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
CPU,Nom,3,1,Winners Round 1,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
Medic,Unluckythirteen,3,0,Winners Round 1,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
Nupperz,Data Xigbar In Real Life,0,-1,Winners Round 1,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
UMISHO,Bunker Pyro,2,0,Round 1,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
K7 Showoff,Jolak,2,0,Round 1,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
Mira,gravy,2,0,Round 1,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
KudoGio,Goldio,2,0,Round 1,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
Petrafied,Kinraiku,0,-1,Round 1,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
DKB,Sheepy,2,0,Round 1,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
Minish,Lil' John Cena,3,0,Losers Round 1,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
Unluckythirteen,CoOLgUy,0,-1,Losers Round 1,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
Mst_Towelette,Dartremix,3,1,Losers Round 1,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
Nom,Ignus,3,1,Losers Round 1,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
Anklegator,animal,3,0,Losers Round 1,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
Waffe115,diplohmatt,0,-1,Losers Round 1,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
ChiliLion,SoloMan98,2,3,Losers Round 1,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
Jdjones,Bayo,3,0,Losers Round 1,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
Superboy_,Tilted,0,-1,Losers Round 1,9moons-weekly-29-guilty-gear-strive-new-patch-edition,rr-to-bracket,6.11.22
