player1,player2,score1,score2,round,tourneyName,eventName,date
NERO,GillGC,3,1,Winners Round 2,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
KudoGio,Bonj,-1,0,Winners Round 2,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
Dusty,Lookewarm,3,1,Winners Round 2,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
A.B.Y,Superboy_,2,3,Winners Round 2,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
PrinceJobber,Mango4Tango,3,0,Winners Round 2,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
Miguel,Remi Celeste,3,2,Winners Final,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
Remi Celeste,nobody,3,1,Winners Round 2,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
Marvelo,Slithraa,3,1,Winners Round 2,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
defnotdylo,WC 44 ONLY,0,-1,Winners Round 2,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
Zintai,Tensorial,3,1,Winners Round 2,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
NeuralArch,Trevwerd,1,3,Winners Round 2,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
Smuggles,DarthPhallus,3,1,Winners Round 2,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
40%Flashkick,RideFGC,1,3,Winners Round 2,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
Wonton,Tilted,3,0,Winners Round 2,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
Vinny G,HEARTS,3,1,Winners Round 2,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
Stealthy,Gavin_XI,3,0,Winners Round 2,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
WATER-1,CPU,3,1,Winners Round 2,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
Lavender,Musashi,-1,0,Winners Round 2,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
HowDoIBlock?,Sunny,3,0,Winners Round 2,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
Kreator,azormx,-1,0,Winners Round 2,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
Mop,Young_Gouki,1,3,Winners Round 2,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
BlueHek997,Lamayo,0,3,Winners Round 2,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
Jdjones,NuclearMonje,3,2,Winners Round 2,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
Testyourluck,XyberPX,3,0,Winners Round 2,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
CreakyAxe,Teemo,0,3,Winners Round 2,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
BeefyManatee,Emperor,3,0,Winners Round 2,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
JJnews,SquidgeLuke,0,3,Winners Round 2,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
Osmosis,Jodi Bleek,1,3,Winners Round 2,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
CrownThunder,Meat,3,0,Winners Round 2,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
JayRain,SonAceKeem,3,0,Winners Round 2,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
A.B.Y,Hardcoreplains,1,3,Losers Round 1,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
Mango4Tango,GitGudOrDieYoung,3,0,Losers Round 1,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
Logan,ElectroKinetic,-1,0,Losers Round 1,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
GillGC,Z_Guy,0,-1,Losers Round 1,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
Ichi,HoekyPoeky,0,-1,Losers Round 1,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
JH_Maxninja,RadioRedMage,0,-1,Losers Round 1,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
Meat,CCURLY,3,0,Losers Round 1,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
SonAceKeem,Dragknown,3,1,Losers Round 1,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
Osmosis,Twillie,3,0,Losers Round 1,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
JJnews,MadAzureLad,3,0,Losers Round 1,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
CreakyAxe,DeathTheGamer,1,3,Losers Round 1,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
Emperor,senpo,3,2,Losers Round 1,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
XyberPX,Muttu,0,-1,Losers Round 1,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
NuclearMonje,KidFrost,1,3,Losers Round 1,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
BlueHek997,CrimZon,3,0,Losers Round 1,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
Mop,Arba,3,0,Losers Round 1,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
Lavender,MyGameDragon,-1,0,Losers Round 1,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
CPU,Dhaleem,3,1,Losers Round 1,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
HEARTS,DontCareBear,3,0,Losers Round 1,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
Gavin_XI,Mike Nada,0,-1,Losers Round 1,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
40%Flashkick,Mio,3,0,Losers Round 1,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
Tilted,Omega Fiend,0,-1,Losers Round 1,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
DarthPhallus,Cookies,3,0,Losers Round 1,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
NeuralArch,kitana,3,0,Losers Round 1,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
WC 44 ONLY,XmanguyFGC,-1,0,Losers Round 1,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
Tensorial,night breed 9,0,-1,Losers Round 1,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
Slithraa,Ven,3,0,Losers Round 1,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
nobody,PORK LAZER,0,3,Losers Round 1,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
Remi Celeste,Stealthy,3,0,Losers Final,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
Marvelo,Stealthy,2,3,Losers Semi-Final,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
Marvelo,Miguel,0,3,Winners Semi-Final,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
nobody,GitGudOrDieYoung,3,2,Winners Round 1,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
Slithraa,Hardcoreplains,3,1,Winners Round 1,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
DarthPhallus,Z_Guy,0,-1,Winners Round 1,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
Remi Celeste,Jdjones,3,1,Winners Semi-Final,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
Trevwerd,ElectroKinetic,3,0,Winners Round 1,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
RadioRedMage,Tilted,-1,0,Winners Round 1,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
RideFGC,HoekyPoeky,0,-1,Winners Round 1,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
CCURLY,Gavin_XI,0,3,Winners Round 1,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
HEARTS,Dragknown,3,2,Winners Round 1,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
Twillie,Musashi,1,3,Winners Round 1,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
CPU,MadAzureLad,3,0,Winners Round 1,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
senpo,Sunny,1,3,Winners Round 1,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
azormx,DeathTheGamer,3,2,Winners Round 1,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
Lamayo,Muttu,3,0,Winners Round 1,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
Young_Gouki,KidFrost,3,2,Winners Round 1,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
CrimZon,XyberPX,0,3,Winners Round 1,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
Arba,NuclearMonje,2,3,Winners Round 1,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
Jodi Bleek,MyGameDragon,3,0,Winners Round 1,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
SquidgeLuke,Dhaleem,3,0,Winners Round 1,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
Mike Nada,Meat,0,3,Winners Round 1,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
SonAceKeem,DontCareBear,3,1,Winners Round 1,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
JH_Maxninja,Omega Fiend,0,-1,Winners Round 1,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
Mio,Ichi,0,3,Winners Round 1,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
Logan,kitana,3,0,Winners Round 1,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
GillGC,Cookies,3,0,Winners Round 1,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
Bonj,XmanguyFGC,3,0,Winners Round 1,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
Lookewarm,night breed 9,0,-1,Winners Round 1,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
Mango4Tango,PORK LAZER,3,0,Winners Round 1,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
Superboy_,Ven,3,0,Winners Round 1,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
Marvelo,Osmosis,3,0,Losers Quarter-Final,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
Jdjones,Stealthy,1,3,Losers Quarter-Final,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
BlueHek997,Osmosis,0,3,Losers Round 2,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
Testyourluck,Stealthy,2,3,Losers Round 2,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
Medic,BlueHek997,1,3,Losers Round 1,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
WATER-1,Osmosis,1,3,Losers Round 1,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
Testyourluck,PORK LAZER,3,0,Losers Round 1,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
Stealthy,JayRain,3,0,Losers Round 1,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
