,title,date,console
137,Aquarium By DS,2008,DS
138,Arabians Lost: The Engagement on Desert,2009,DS
139,Aranuri: Badachingudeulkkwa hamkke Mandeuneun Sesang,2010,DS
140,Arashi no Yoruni,2005,DS
141,Arasuji de Kitaeru Sokumimi no Susume DS,2007,DS
142,Arasuji de Oboeru Sokudoku no Susume DS,2007,DS
143,Arctic Tale,2007,DS
144,Are You Smarter Than a 5th Grader?,2007,DS
145,Are You Smarter Than a 5th Grader?: Back to School,2010,DS
146,Are You Smarter Than a 5th Grader?: Game Time,2009,DS
147,Are You Smarter Than a 5th Grader?: Make the Grade,2008,DS
148,Arkanoid DS,2007,DS
149,Army Men: Soldiers of Misfortune,2008,DS
150,Around the World in 80 Days,2009,DS
151,Art Puzzle,2010,DS
152,Arthur and the Invisibles: The Game,2007,DS
153,Arthur and the Revenge of Maltazard,2010,DS
154,ASH: Archaic Sealed Heat,2007,DS
155,Asoberu Eigo: Word Magic,2008,DS
156,Asonde Igo ga Sara ni Tsuyokunaru: Ginsei Igo DS Chuukyuuhen,2009,DS
157,Asonde Igo ga Tsuyoku naru!! Ginsei Igo DS,2009,DS
158,Asonde Shogi ga Tsuyoku naru!! Ginsei Shogi DS,2007,DS
159,Asphalt Urban GT,2004,DS
160,Asphalt: Urban GT 2,2006,DS
161,Assassin's Creed: Altaïr's Chronicles,2008,DS
162,Assassin's Creed II: Discovery,2009,DS
163,Asterix & Obelix XXL 2 - Mission: Wifix,2006,DS
164,Asterix at the Olympic Games,2008,DS
165,Asterix Brain Trainer,2008,DS
166,Asterix: These Romans Are Crazy!,2009,DS
167,Astro Boy: The Video Game,2009,DS
168,Astro Invaders,2010,DS
169,Atama de Do! Kotenko Kotenko,2007,DS
170,Atama ga Yoku Naru: The Me no Training,2006,DS
171,Atama no Kaiten no Training: Rubik's Cube & Chou Yuumei Puzzle Tachi,2007,DS
172,Atama o Kitaete Asobu Taisen Yajirushi Puzzle: Puppyinu Vector One,2006,DS
173,Atari Greatest Hits Volume 1,2010,DS
174,Atari Greatest Hits Volume 2,2011,DS
175,Atelier Annie: Alchemists of Sera Island,2009,DS
176,Atsumare! Power Pro Kun no DS Koushien,2006,DS
177,ATV: Quad Frenzy,2005,DS
178,ATV: Quad Kings,2010,DS
179,ATV: Thunder Ridge Riders / Monster Truck Mayhem,2007,DS
180,ATV: Wild Ride,2011,DS
181,Au pays des PooYoos: Activites d'eveil,2009,DS
182,Autoescuela Aproueba Conmigo,2009,DS
183,Autoescuela Trainer,2010,DS
184,Avalon Code,2008,DS
185,Avatar: The Last Airbender,2006,DS
186,Avatar: The Last Airbender – Into the Inferno,2008,DS
187,Avatar: The Last Airbender – The Burning Earth,2007,DS
188,Away: Shuffle Dungeon,2008,DS
189,B Team: Metal Cartoon Squad,2009,DS
190,B-17: Fortress in the Sky,2007,DS
191,Baby Life,2008,DS
192,Baby Pals,2007,DS
193,Baby Wildkatzen,2009,DS
194,Babysitting Mania,2008,DS
195,The Bachelor: The Video Game,2010,DS
196,Back at the Barnyard: Slop Bucket Games,2008,DS
197,Backyard Baseball '09,2008,DS
198,Backyard Baseball '10,2009,DS
199,Backyard Basketball,2007,DS
200,Backyard Football,2007,DS
201,Backyard Football '09,2008,DS
202,Backyard Hockey,2007,DS
203,Backyard Sports: Rookie Rush,2010,DS
204,Backyard Sports: Sandlot Sluggers,2010,DS
205,The Backyardigans,2010,DS
206,Bae Yong-joon to Manabu Kankokugo DS,2009,DS
207,Bae Yong-joon to Manabu Kankokugo DS Date Hen,2010,DS
208,Bae Yong-joon to Manabu Kankokugo DS Test Hen,2010,DS
209,Bakegyamon: Ayakashi Fighting,2007,DS
210,The Bakudan Shori-Han,2008,DS
211,Bakugan Battle Brawlers,2009,DS
212,Bakugan Battle Brawlers: Battle Trainer,2010,DS
213,Bakugan: Defenders of the Core,2011,DS
214,Bakugan: Rise of the Resistance,2011,DS
215,Bakuman: Mangaka e no Michi,2011,DS
216,Bakumatsu Renka: Shinsengumi DS,2008,DS
217,Bakusou Dekotora Densetsu Black,2008,DS
218,Balloon Pop,2009,DS
219,Balls of Fury,2007,DS
220,Band Hero,2009,DS
221,Bangai-O Spirits,2008,DS
222,Barbie and the Three Musketeers,2009,DS
223,Barbie as the Island Princess,2007,DS
224,Barbie Dreamhouse Party,2013,DS
225,Barbie Fashion Show: An Eye for Style,2008,DS
226,Barbie: Groom and Glam Pups,2010,DS
227,Barbie Horse Adventures: Riding Camp,2008,DS
228,Barbie in the 12 Dancing Princesses,2007,DS
229,"Barbie: Jet, Set & Style!",2011,DS
230,Barnyard Blast: Swine of the Night,2008,DS
231,Batman: The Brave and The Bold: The Videogame,2010,DS
232,Battle of Giants: Dinosaurs,2008,DS
233,Battle of Giants: Dragons,2009,DS
234,Battle of Giants: Mutant Insects,2010,DS
235,Battles of Prince of Persia,2005,DS
236,Battle Spirits: Digital Starter,2010,DS
237,Battleship,2012,DS
238,Battleship/Connect Four/Sorry!/Trouble,2006,DS
239,Beastly Frantic Foto,2011,DS
240,Beat City,2010,DS
241,Beat the Intro,2010,DS
242,The Bee Game,2007,DS
243,Bee Movie Game,2007,DS
244,Beetle Junior DS,2008,DS
245,Bejeweled 3,2011,DS
246,Bejeweled Twist,2010,DS
247,Bella Sara,2008,DS
248,Ben 10: Alien Force,2008,DS
249,Ben 10 Alien Force: Vilgax Attacks,2009,DS
250,Ben 10: Galactic Racing,2011,DS
251,Ben 10: Omniverse,2012,DS
252,Ben 10: Protector of Earth,2007,DS
253,Ben 10 Ultimate Alien: Cosmic Destruction,2010,DS
254,Benjamin Blumchen Vorschulspass: Lernen spielen und verstehen,2010,DS
255,Benjamin the Elephant: A Day at the Zoo,2009,DS
256,Berlitz: My English Coach,2009,DS
257,Bermuda Triangle: Saving the Coral,2010,DS
258,Best of Arcade Games DS,2008,DS
259,Best of Board Games DS,2007,DS
260,Best of Card Games DS,2006,DS
261,Best Friends Tonight,2010,DS
262,Best of Tests DS,2008,DS
263,Betty Boop's Double Shift,2007,DS
264,Beyblade: Metal Fusion,2009,DS
265,Beyblade: Metal Masters,2010,DS
266,Bibi & Tina: Das grosse Unwetter,2010,DS
267,Bibi & Tina - Jump & Ride,2010,DS
268,Bibi & Tina: The Great Hunt,2009,DS
269,BiBi Blocksberg: Das gestohlene Hexbuch,2011,DS
270,Bibi Blocksberg: Der verhexte Schloss-Schatz,2012,DS
271,Bibi Blocksberg: Mathe Klassen 1 bis 4,2011,DS
272,Bibi Blocksberg: Neustadt im Hex-Chaos,2008,DS
273,Bienvenue chez les Ch'tis,2008,DS
274,Big Bang Mini,2009,DS
275,Big Brain Academy,2005,DS
276,The Big Deal,2009,DS
277,Big League Sports Summer,2009,DS
278,Big Mutha Truckers,2005,DS
279,Bigfoot: Collision Course,2009,DS
280,The Bigs 2,2009,DS
281,Biker Mice from Mars,2007,DS
282,Bikkuriman Daijiten,2007,DS
283,Billiard Action,2005,DS
284,Bionicle Heroes,2006,DS
285,Biz Nouryoku DS Series: Wagokoro no Moto,2007,DS
286,Biz Nouryoku Series: Miryoku Kaikaku,2007,DS
287,Biz Taiken DS Series: Kigyoudou Inshoku,2007,DS
288,Black Cat: Kuroneko no Concerto,2007,DS
289,Black Jack: Hi no Tori Hen,2006,DS
290,Black Sigil: Blade of the Exiled,2009,DS
291,Blades of Thunder II,2006,DS
292,Blazer Drive,2008,DS
293,Bleach: Dark Souls,2007,DS
294,Bleach DS 4th: Flame Bringer,2009,DS
295,Bleach: The 3rd Phantom,2008,DS
296,Bleach: The Blade of Fate,2006,DS
297,Blood Bowl,2009,DS
298,Blood of Bahamut,2009,DS
299,Blue Dragon Plus,2008,DS
300,Blue Dragon: Awakened Shadow,2009,DS
301,Bob the Builder: Festival of Fun,2008,DS
302,Boing! Docomodake DS,2007,DS
303,Bokura no Telebi Game Kentei: Pikotto! Udedameshi,2008,DS
304,Bomberman,2005,DS
305,Bomberman 2,2008,DS
306,Bomberman Land Touch!,2006,DS
307,Bomberman Land Touch! 2,2007,DS
308,Bomberman Story DS,2007,DS
309,Boogie,2007,DS
310,Bookworm,2009,DS
311,Bouken-Ou Beet: Vandel vs. Busters,2005,DS
312,Boule et Bill,2008,DS
313,Boulder Dash: Rocks!,2007,DS
314,Brain Age: Train Your Brain in Minutes a Day!,2005,DS
315,Brain Age 2: More Training in Minutes a Day!,2005,DS
316,Brain Assist,2007,DS
317,Brain Boost: Beta Wave,2005,DS
318,Brain Boost: Gamma Wave,2005,DS
319,Brain Buster Puzzle Pak,2006,DS
320,Brain Challenge,2008,DS
321,Brain Quest Grades 3 & 4,2008,DS
322,Brain Quest Grades 5 & 6,2008,DS
323,Brain Voyage,2008,DS
324,Brainstorm Series: Treasure Chase,2011,DS
325,Brainstorm Series: Word Up,2011,DS
326,Bratz 4 Real,2007,DS
327,Bratz Girlz Really Rock,2008,DS
328,Bratz Kidz,2008,DS
329,Bratz Ponyz,2007,DS
330,Bratz Ponyz 2,2008,DS
331,Bratz: Fashion Boutique,2012,DS
332,Bratz: Forever Diamondz,2006,DS
333,Bratz: Super Babyz,2008,DS
334,Brave Story: My Dreams and Wishes,2006,DS
335,Break 'Em All,2005,DS
336,Breath: Toiki wa Akaneiro,2008,DS
337,Bridge Training,2009,DS
338,Broken Sword: Shadow of the Templars – The Director's Cut,2009,DS
339,Brothers in Arms DS,2007,DS
340,Bubble Bobble Double Shot,2007,DS
341,Bubble Bobble Revolution,2005,DS
342,Bubble Guppies,2012,DS
343,Buffy the Vampire Slayer: Sacrifice,2009,DS
344,Build-a-lot,2008,DS
345,Build-A-Bear Workshop,2007,DS
346,Build-A-Bear Workshop: Welcome to Hugsville,2010,DS
347,Burger Bot,2010,DS
348,Burger Island,2007,DS
349,Burnout Legends,2005,DS
350,Bust-a-Move DS,2005,DS
351,Busy Scissors,2011,DS
352,C.O.P. The Recruit,2009,DS
353,C.O.R.E.,2009,DS
354,C'est Pas Sorcier,2009,DS
355,Cabela's Dangerous Hunts 2011,2010,DS
356,Cake Mania,2007,DS
357,Cake Mania Main Street,2011,DS
358,Cake Mania 2,2008,DS
359,Cake Mania 3,2010,DS
360,Call of Atlantis,2010,DS
361,Call of Duty 4: Modern Warfare,2009,DS
362,Call of Duty: Black Ops,2010,DS
363,Call of Duty: Modern Warfare: Mobilized,2009,DS
364,Call of Duty: Modern Warfare 3: Defiance,2011,DS
365,Call of Duty: World at War,2008,DS
366,Calvin Tucker's Redneck Farm Animals Racing Tournament,2010,DS
367,Camping Mama: Outdoor Adventures,2011,DS
368,Candace Kane's Candy Factory,2008,DS
369,Captain America: Super Soldier,2011,DS
370,Captain Morgane and the Golden Turtle,2012,DS
371,Captain Sabertooth and the Trials by Fire,2011,DS
372,Captain Tsubasa: Gekito no Kiseki,2010,DS
373,Carcassonne,2009,DS
374,Card de Asobu! Hajimete no DS,2009,DS
375,Card Game 9,2006,DS
376,Carnival Games,2008,DS
377,Cartoon Network Racing,2006,DS
378,Casper's Scare School Classroom Capers,2008,DS
379,Casper's Scare School Spooky Sports Day,2010,DS
380,Castlevania: Dawn of Sorrow,2005,DS
381,Castlevania: Order of Ecclesia,2008,DS
382,Castlevania: Portrait of Ruin,2006,DS
383,Casual Classics,2008,DS
384,Casual Mania,2008,DS
385,Catan: Die Erste Insel,2009,DS
386,Cate West: The Vanishing Files,2008,DS
387,Cats And Dogs: The Revenge Of Kitty Galore,2010,DS
388,Catz,2006,DS
389,Center Shiken: Eigo Listening Sokushuu DS,2009,DS
390,Cesar Millan's Dog Whisperer,2008,DS
391,Cahier de Vacances pour Adultes,2008,DS
392,Cahier de Vacances pour Adultes 2,2009,DS
393,Cedric - L'Anniversaire de Chen,2008,DS
394,Chainz Galaxy,2011,DS
395,Challenge Me: Brain Puzzles,2009,DS
396,Challenge Me: Brain Puzzles 2,2010,DS
397,Challenge Me Kids: Brain Games,2011,DS
398,Challenge Me: Math Workout,2009,DS
399,Challenge Me: Word Puzzles,2011,DS
400,Chameleon: To Dye For!,2006,DS
401,Championship Pony,2008,DS
402,Chao Dream Touch! Happy Anniversary,2006,DS
403,Chaotic: Shadow Warriors,2009,DS
404,Chara-Chenko,2009,DS
405,Charlotte's Web,2006,DS
406,Charm Girls: My Fashion Mall,2009,DS
407,Charm Girls: My Fashion Show,2009,DS
408,Charm Girls: My Perfect Prom,2009,DS
409,The Chase: Felix Meets Felicity,2009,DS
410,Cheer We Go!,2010,DS
411,The Cheetah Girls: Passport to Stardom,2008,DS
412,The Cheetah Girls: Pop Star Sensations,2007,DS
413,Chess,2007,DS
414,Chessmaster: The Art of Learning,2007,DS
415,Chevrolet Camaro Wild Ride,2010,DS
416,Chi's Sweet Home: Chi ga Ouchi ni Yatte Kita!,2008,DS
417,Chibi Maruko-chan DS Maru-chan no Machi,2009,DS
418,Chibi-Robo!: Park Patrol,2007,DS
419,Chicken Attack DS,2007,DS
420,Chicken Blaster,2009,DS
421,Chicken Hunter,2008,DS
422,Chicken Shoot,2007,DS
423,Children of Mana,2006,DS
424,Chishiki-Ou Series: Train Master,2008,DS
425,Choco Ken no Dekitate Sweets Wagon,2009,DS
426,Choco Ken no Omise: Patisserie & Sweets Shop Game,2006,DS
427,Chocobo to Mahou no Ehon: Majo to Shoujo to Go-nin no Yuusha,2008,DS
428,Chocolatier,2010,DS
429,Chōsōjū Mecha MG,2006,DS
430,Chokkan! Asonde Relaxuma,2008,DS
431,Chotto-Aima no Colpile DS,2008,DS
432,Chou Gekijouban Keroro Gunsou 3: Tenkuu Daibouken de Arimasu!,2008,DS
433,Chou Gekijouban Keroro Gunsou: Enshuu Dayo! Zenin Shuugou,2006,DS
434,Chou Gekijouban Keroro Gunsou: Gekishin Dragon Warriors de Arimasu!,2009,DS
435,Chou Kantan Boki Nyuumon DS,2007,DS
436,Chou Kowai Hanashi DS: Ao no Shou,2010,DS
437,Chou Meisaku Suiri Adventure DS: Raymond Chandler Gensaku - Saraba Ai Shiki Onna Yo,2009,DS
438,Chou!! Nep League DS,2006,DS
439,The Chou-Dangan!! Custom Sensha,2008,DS
440,Christiane Stengers Gedachtnis-Coach,2012,DS
441,Chronicles of Mystery: Curse of the Ancient Temple,2009,DS
442,Chronicles of Mystery: The Secret Tree of Life,2011,DS
443,The Chronicles of Narnia: Prince Caspian,2008,DS
444,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005,DS
445,Chrono Trigger,2008,DS
446,Chronos Twin,2007,DS
447,Chrysler Classic Racing,2008,DS
448,Chuck E. Cheese's Gameroom,2010,DS
449,Chuck E. Cheese's Party Games,2010,DS
450,Chuck E. Cheese's Playhouse,2010,DS
451,Chungjeon! Hanguginui Sangsingnyeok DS,2007,DS
452,Chuugaku Eitango Target 1800 DS,2006,DS
453,Chuugaku Junbi: 5 Kyouka Kanpeki DS,2011,DS
454,Chuugaku Junbi: 5-Kyouka Kanpeki DS 2015 Nendoban,2011,DS
455,Chuukana Janshi Tenhoo Painyan Remix,2007,DS
456,Cid to Chocobo no Fushigina Dungeon Toki Wasure no Meikyū DS+,2008,DS
457,Cinnamoroll: Ohanashi shiyo! - Kira Kira Kore Cafe,2006,DS
458,City Life,2009,DS
459,Cinnamon Ball DS,2007,DS
460,Classic Word Games,2009,DS
461,Claymore: Gigan no Majo,2009,DS
462,Clever Kids: Creepy Crawlies,2009,DS
463,Clever Kids: Dino Land,2007,DS
464,Clever Kids: Farmyard Fun,2008,DS
465,Clever Kids: Pirates,2008,DS
466,Clever Kids: Pony World,2007,DS
467,The Clique: Diss and Make-Up,2009,DS
468,Cloudy with a Chance of Meatballs,2009,DS
469,Cloudy with a Chance of Meatballs 2,2013,DS
470,Club Penguin: Elite Penguin Force,2008,DS
471,Clubhouse Games,2006,DS
472,Clue / Mouse Trap / Perfection / Aggravation,2007,DS
473,Coach Cerebral,2009,DS
474,Cocoro no Cocoron,2011,DS
475,Cocoto Kart Racer,2005,DS
476,Code de la Route DS,2007,DS
477,Code de la Route (Micro Application),2006,DS
478,Code de la Route: Edition 2008 (Micro Application),2007,DS
479,Code de la Route: Edition Deluxe,2009,DS
480,Code de la Route: Moto et BSR,2010,DS
481,Code Geass: Hangyaku no Lelouch,2007,DS
482,Code Geass: Hangyaku no Lelouch R2 - Banjou no Geass Gekijou,2008,DS
483,Code Lyoko,2007,DS
484,Code Lyoko: Fall of X.A.N.A.,2008,DS
485,Color Cross,2008,DS
486,Command and Destroy,2008,DS
487,Commando: Steel Disaster,2008,DS
488,Contact,2006,DS
489,Contra 4,2007,DS
490,The Conveni DS: Otona no Keiei Ryoku Training,2008,DS
491,Cookie & Cream,2007,DS
492,Cookie Shop,2009,DS
493,Cookin' Idol I! My! Main! Game de Hirameki! Kirameki Cooking,2010,DS
494,Cooking Mama,2006,DS
495,Cooking Mama 2: Dinner with Friends,2007,DS
496,Cooking Mama 3: Shop & Chop,2009,DS
497,Cool 104 Joker & Setline,2004,DS
498,Coraline,2009,DS
499,Cornelsen Trainer: Englisch Klasse 5 und 6,2009,DS
500,Cornelsen Trainer: Englisch Klasse 7 und 8,2009,DS
501,Cornelsen Trainer: Mathe Klasse 5,2009,DS
502,Cornelsen Trainer: Mathe Klasse 6,2009,DS
503,Coropata,2009,DS
504,Corvette Evolution GT,2008,DS
505,Cory in the House,2008,DS
506,Cosmetic Paradise,2007,DS
507,Cosmetic Paradise: Kirei no Mahou,2010,DS
508,Cosmetic Paradise: Princess Life,2011,DS
509,Cosmopolitan,2008,DS
510,Cosmos Chaos!,2010,DS
511,Countdown: The Game,2009,DS
512,Cradle of Rome,2008,DS
513,Crafting Mama,2010,DS
514,Crash Boom Bang!,2006,DS
515,Crash of the Titans,2007,DS
516,Crash: Mind Over Mutant,2008,DS
517,Crayola Treasure Adventures,2010,DS
518,Crayon Shin-Chan DS: Arashi o Yobu Nutte Crayoon Daisakusen!,2007,DS
519,Crayon Shin-Chan Shokkugan! Densetsu o Yobu Omake Daiketsusen!!,2010,DS
520,Crayon Shin-Chan: Arashi o Yobu - Nendororo~n Daihenshin,2009,DS
521,Crayon Shin-Chan: Arashi o Yobu Cinema Land,2008,DS
522,Crayon Shin-Chan: Obaka Daininden - Susume! Kasukabe Ninja Tai!,2010,DS
523,Crazy Chicken Adventure: The Pharaoh's Treasure,2009,DS
524,Crazy Chicken: Jump'N Run Atlantis Quest,2009,DS
525,Crazy Chicken: Star Karts,2009,DS
526,Crazy Circus,2012,DS
527,Crazy Frog Racer,2006,DS
528,Crazy Machines 2,2008,DS
529,Crazy Pig,2007,DS
530,Crazy School Games,2012,DS
531,Crime Lab: Body of Evidence,2010,DS
532,Crime Scene,2010,DS
533,Crimson Room,2007,DS
534,Croket! DS: Tenkuu no Yuushatachi,2005,DS
535,Cross Treasures,2009,DS
536,The Crossword & Kanji Puzzle,2008,DS
537,Crossword de Manabou! Chiri - Rekishi,2007,DS
538,Crossword DS + Sekai 1-Shuu Cross,2007,DS
539,CrossworDS (Deep Silver),2008,DS
540,CrossworDS (Nintendo),2008,DS
541,Crosswords Cruciverba Italiani,2009,DS
542,Cruise Line Tycoon,2010,DS
543,Crystal Mines,2010,DS
544,CSI: Crime Scene Investigation: Unsolved!,2010,DS
545,CSI: Dark Motives,2007,DS
546,CSI: Deadly Intent - The Hidden Cases,2009,DS
547,Culdcept DS,2008,DS
548,Curling DS,2006,DS
549,Custom Beat Battle: Draglade 2,2008,DS
550,Custom Mahjong,2007,DS
551,Custom Robo Arena,2006,DS
