,title,date,console
40,Animal Yokochou: Doki*Doki Kyushutsu Daisakusen! no Maki,2005,GBA
41,Animal Yokochou: Doki Doki Shinkyuu Shiken! no Kan,2006,GBA
42,"Animaniacs: Lights, Camera, Action!",2005,GBA
43,The Ant Bully,2006,GBA
44,Antz Extreme Racing,2002,GBA
45,Ao Zora to Nakama Tachi: Yume no Bouken,2002,GBA
46,Archer Maclean's 3D Pool,2003,GBA
47,Arctic Tale,2007,GBA
48,Army Men Advance,2001,GBA
49,Army Men: Operation Green,2001,GBA
50,Army Men: Turf Wars,2002,GBA
51,Around the World in 80 Days,2004,GBA
52,Arthur and the Invisibles,2007,GBA
53,Ashita no Joe Makkani Moeagare!,2003,GBA
54,Asterix & Obelix: Bash 'em All!,2002,GBA
55,Asterix & Obelix XXL,2004,GBA
56,Asteroids / Pong / Yars' Revenge,2005,GBA
57,Astro Boy: Omega Factor,2003,GBA
58,Atari Anniversary AdvanceAsteroids,2002,GBA
59,Atomic Betty,2005,GBA
60,ATV Quad Power Racing,2002,GBA
61,ATV Thunder Ridge Riders,2006,GBA
62,Avatar: The Last Airbender,2006,GBA
63,Avatar: The Last Airbender - The Burning Earth,2007,GBA
64,Azumanga Daioh Advance,2003,GBA
65,Babar: To the Rescue,2006,GBA
66,Back to Stone,2006,GBA
67,Back Track,2001,GBA
68,Backyard Baseball,2003,GBA
69,Backyard Baseball 2006,2005,GBA
70,Backyard Basketball,2004,GBA
71,Backyard Football,2002,GBA
72,Backyard Football 2006,2005,GBA
73,Backyard Hockey,2003,GBA
74,Backyard Skateboarding,2005,GBA
75,Backyard Sports: Baseball 2007,2006,GBA
76,Backyard Sports: Basketball 2007,2006,GBA
77,Backyard Football 2007,2006,GBA
78,Bakuten Shoot Beyblade: Gekitou! Saikyou Blade,2001,GBA
79,Bakuten Shoot Beyblade 2002: Ikuze! Gekitou! Chou Jiryoku Battle!!,2002,GBA
80,Bakuten Shoot Beyblade 2002: Gekisen! Team Battle!! Kouryuu no Shou - Daichi Version,2002,GBA
81,Bakuten Shoot Beyblade 2002: Gekisen! Team Battle!! Seiryuu no Shou - Takao Version,2002,GBA
82,Baldur's Gate: Dark Alliance,2004,GBA
83,Ballistic: Ecks vs. Sever,2002,GBA
84,Banjo-Kazooie: Grunty's Revenge,2003,GBA
85,Banjo-Pilot,2005,GBA
86,Barbie and the Magic of Pegasus,2005,GBA
87,Barbie as the Island Princess,2007,GBA
88,Barbie as the Princess and the Pauper,2004,GBA
89,The Barbie Diaries: High School Mystery,2006,GBA
90,Barbie in the 12 Dancing Princesses,2007,GBA
91,Barbie Software - Horse Adventures: Blue Ribbon Race,2003,GBA
92,Barbie Software: Groovy Games,2002,GBA
93,Barbie Software - Secret Agent Barbie: Royal Jewels Mission,2002,GBA
94,Barnyard,2006,GBA
95,Baseball Advance,2002,GBA
96,Bass Tsuri Shiyouze!: Tournament wa Senryaku da!,2002,GBA
97,Batman Begins,2005,GBA
98,Batman: Rise of Sin Tzu,2003,GBA
99,Batman: Vengeance,2001,GBA
100,Battle B-Daman,2004,GBA
101,Battle B-Daman: Fire Spirits!,2005,GBA
102,Battle x Battle: Kyoudai Uo Densetsu,2003,GBA
103,BattleBots: Beyond the BattleBox,2002,GBA
104,BattleBots: Design & Destroy,2003,GBA
105,BB Ball,2004,GBA
106,Beast Shooter: Mezase Beast King,2002,GBA
107,The Bee Game,2007,GBA
108,The Berenstain Bears and the Spooky Old Tree,2005,GBA
109,Best Play Pro Yakyuu,2002,GBA
110,Beyblade: G-Revolution,2004,GBA
111,Beyblade VForce: Ultimate Blader Jam,2003,GBA
112,Bibi Blocksberg: Der Magische Hexenkreis,2005,GBA
113,Bibi und Tina: Ferien auf dem Martinshof,2006,GBA
114,The Bible Game,2005,GBA
115,Big Mutha Truckers,2005,GBA
116,Bionicle,2003,GBA
117,Bionicle Heroes,2006,GBA
118,Bionicle: Matoran Adventures,2002,GBA
119,Bionicle: Maze of Shadows,2005,GBA
120,bit Generations: Boundish,2006,GBA
121,bit Generations: Coloris,2006,GBA
122,bit Generations: Dialhex,2006,GBA
123,bit Generations: Digidrive,2006,GBA
124,bit Generations: Dotstream,2006,GBA
125,bit Generations: Orbital,2006,GBA
126,bit Generations: Soundvoyager,2006,GBA
127,Black Belt Challenge,2002,GBA
128,Black Black,2002,GBA
129,Black Matrix Zero,2002,GBA
130,Blackthorne,2003,GBA
131,Blades of Thunder,2005,GBA
132,Bleach Advance: Kurenai ni Somaru Soul Society,2005,GBA
133,Blender Bros.,2002,GBA
134,BMX Trick Racer,2003,GBA
135,Board Game Classics,2005,GBA
136,Bobobo-bo Bo-bobo: 9 Kiwame Senshi Gyagu Yuugou,2004,GBA
137,Bobobo-bo Bo-bobo: Backutou Hajike Taisen,2004,GBA
138,Bobobo-bo Bo-bobo: Majide!!? Shinken Shoubu,2003,GBA
139,Bobobo-bo Bo-bobo: Ougi 87.5 Bakuretsu Hanage Shinken,2002,GBA
140,Boktai: The Sun is in Your Hand,2003,GBA
141,Boktai 2: Solar Boy Django,2004,GBA
142,Boku no Kabuto Kuwagata,2003,GBA
143,Boku no Kabuto Mushi,2001,GBA
144,Boku no Kuwagata,2001,GBA
145,Boku wa Koukuu Kanseikan,2001,GBA
146,Bomberman Jetters: Densetsu no Bomberman,2002,GBA
147,Bomberman Jetters: Game Collection,2002,GBA
148,Bomberman Max 2: Blue Advance,2002,GBA
149,Bomberman Max 2: Red Advance,2002,GBA
150,Bomberman Tournament,2001,GBA
151,Bookworm,2004,GBA
152,Bouken Yuuki Pluster World: Densetsu no Plust Gate,2003,GBA
153,Bouken Yuuki Pluster World: Densetsu no Plust Gate EX,2003,GBA
154,Bouken Yuuki Pluster World: Pluston GP,2003,GBA
155,Bouken-Ou Beet: Busters Road,2005,GBA
156,Boukyaku no Senritsu: The Melody of Oblivion,2004,GBA
157,Boulder Dash EX,2002,GBA
158,Boxing Fever,2001,GBA
159,Bratz,2003,GBA
160,Bratz Babyz,2006,GBA
161,Bratz: Forever Diamondz,2006,GBA
162,Bratz: Rock Angelz,2005,GBA
163,Bratz: The Movie,2007,GBA
164,Breath of Fire,2001,GBA
165,Breath of Fire II,2001,GBA
166,Britney's Dance Beat,2002,GBA
167,Broken Sword: The Shadow of the Templars,2002,GBA
168,Bruce Lee: Return of the Legend,2003,GBA
169,Bubble Bobble Old & New,2002,GBA
170,Buffy the Vampire Slayer: Wrath of the Darkhul King,2003,GBA
171,Butt-Ugly Martians: B.K.M. Battles,2002,GBA
172,Cabbage Patch Kids: The Patch Puppy Rescue,2006,GBA
173,Cabela's Big Game Hunter,2002,GBA
174,Cabela's Big Game Hunter 2005 Adventures,2004,GBA
175,Caesars Palace Advance: Millennium Gold Edition,2001,GBA
176,Calcio Bit,2006,GBA
177,Camp Lazlo: Leaky Lake Games,2006,GBA
178,Candy Land / Chutes and Ladders / Original Memory Game,"2005
2006",GBA
179,Capcom Classics Mini-MixStrider,2006,GBA
180,Captain Tsubasa: Eikou no Kiseki,2002,GBA
181,Car Battler Joe,2001,GBA
182,Cardcaptor Sakura: Sakura Card de Mini-Game,2003,GBA
183,Cardcaptor Sakura: Sakura Card-hen - Sakura Card to Tomodachi,2004,GBA
184,Card Party,2002,GBA
185,Care Bears: Care Quest,2005,GBA
186,Carrera Power Slide,2003,GBA
187,Cars,2006,GBA
188,Cars Mater-National Championship,2007,GBA
189,Cartoon Network: Block Party,2004,GBA
190,Cartoon Network Speedway,2003,GBA
191,Casper,2002,GBA
192,Castlevania: Aria of Sorrow,2003,GBA
193,Castlevania: Circle of the Moon,2001,GBA
194,Castlevania: Harmony of Dissonance,2002,GBA
195,The Cat in the Hat,2005,GBA
196,Catwoman,2004,GBA
197,Catz,2006,GBA
198,Centipede / Breakout / Warlords,2005,GBA
199,Cesti to Meigurumi-tachi no Mahou no Bouken: Kisekko Gurumii,2003,GBA
200,Charlie and the Chocolate Factory,2005,GBA
201,Charlotte's Web,2006,GBA
202,The Cheetah Girls,2006,GBA
203,The Chessmaster,2002,GBA
204,Chicken Shoot,2005,GBA
205,Chicken Shoot 2,2006,GBA
206,Chobits: Atashi Dake no Hito,2002,GBA
207,Chocobo Land: A Game of Dice,2002,GBA
208,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005,GBA
209,ChuChu Rocket!,2001,GBA
210,CIMA: The Enemy,2003,GBA
211,Cinnamon: Yume no Daibouken,2004,GBA
212,Cinnamoroll FuwaFuwa Daibouken,2005,GBA
213,Cinnamoroll Koko ni Ruyo,2003,GBA
214,Classic NES Series: Bomberman,2004,GBA
215,Classic NES Series: Castlevania,2004,GBA
216,Classic NES Series: Donkey Kong,2004,GBA
217,Classic NES Series: Dr. Mario,2004,GBA
218,Classic NES Series: Excitebike,2004,GBA
219,Classic NES Series: Ice Climber,2004,GBA
220,Classic NES Series: The Legend of Zelda,2004,GBA
221,Classic NES Series: Metroid,2004,GBA
222,Classic NES Series: Pac-Man,2004,GBA
223,Classic NES Series: Super Mario Bros.,2004,GBA
224,Classic NES Series: Xevious,2004,GBA
225,Classic NES Series: Zelda II: The Adventure of Link,2004,GBA
226,Cocoto Kart Racer,2005,GBA
227,Cocoto Platform Jumper,2007,GBA
228,Codename: Kids Next Door: Operation S.O.D.A.,2004,GBA
229,Colin McRae Rally 2.0,2002,GBA
230,Columns Crown,2002,GBA
231,Combat Choro Q: Advance Daisakusen,2002,GBA
232,Comix Zone,2002,GBA
233,Connect Four / Perfection / Trouble,2005,GBA
234,Contra Advance: The Alien Wars EX,2002,GBA
235,Corvette,2003,GBA
236,Crash Bandicoot: The Huge Adventure,2002,GBA
237,Crash Bandicoot 2: N-Tranced,2003,GBA
238,Crash Bandicoot Purple: Ripto's Rampage,2005,GBA
239,Crash Nitro Kart,2003,GBA
240,Crash of the Titans,2007,GBA
241,Crayon Shin-Chan: Arashi no Yobu Cinema-Land no Daibouken!,2004,GBA
242,Crayon Shin-Chan: Densetsu o Yobu Omake no To Shukkugaan!,2006,GBA
243,Crazy Frog Racer,2005,GBA
244,Crazy Chase,2002,GBA
245,Crazy Taxi: Catch a Ride,2003,GBA
246,Creatures,2002,GBA
247,Croket! Great Jikuu no Boukensha,2004,GBA
248,Croket! Yume no Banker Survival!,2002,GBA
249,Croket! 2: Yami no Bank to Ban Joou,2003,GBA
250,Croket! 3: Granyuu Oukoku no Nazo,2003,GBA
251,Croket! 4: Bank no Mori no Mamorigami,2004,GBA
252,"Crouching Tiger, Hidden Dragon",2003,GBA
253,Cruis'n Velocity,2001,GBA
254,Crushed Baseball,2004,GBA
255,CT Special Forces,2002,GBA
256,CT Special Forces 2: Back in the Trenches,2003,GBA
257,CT Special Forces 3: Bioterror,2004,GBA
258,Cubix: Robots for Everyone: Clash 'n Bash,2001,GBA
259,Curious George,2006,GBA
260,Custom Robo GX,2002,GBA
261,Cyber Drive Zoids: Hatakedamono no Senshi Hugh,2003,GBA
262,Dai-Mahjong,2001,GBA
263,Daisenryaku,2001,GBA
264,Daisuki Teddy,2002,GBA
265,Dan Doh!! Tobase Shouri no Smile Shot,2004,GBA
266,Dan Doh!! Xi,2002,GBA
267,Dancing Sword: Senkou,2003,GBA
268,Danny Phantom: The Ultimate Enemy,2005,GBA
269,Danny Phantom: Urban Jungle,2006,GBA
270,Daredevil,2003,GBA
271,Darius R,2002,GBA
272,Dark Arena,2002,GBA
273,Dave Mirra Freestyle BMX 2,2003,GBA
274,Dave Mirra Freestyle BMX 3,2004,GBA
275,David Beckham Soccer,2002,GBA
276,Davis Cup Tennis,2002,GBA
277,Dead to Rights,2004,GBA
278,Deal or No Deal,2007,GBA
279,Defender,2002,GBA
280,Defender of the Crown,"2002
2004",GBA
281,DemiKids: Dark Version,2002,GBA
282,DemiKids: Light Version,2002,GBA
283,Demon Driver: Time to Burn Rubber,2004,GBA
284,Denki Blocks!,2001,GBA
285,Densetsu no Starfy,2002,GBA
286,Densetsu no Starfy 2,2003,GBA
287,Densetsu no Starfy 3,2004,GBA
288,Derby Stallion Advance,2002,GBA
289,Desert Strike Advance,2002,GBA
290,Dexter's Laboratory: Chess Challenge,2002,GBA
291,Dexter's Laboratory: Deesaster Strikes!,2001,GBA
292,DiaDroids World: Evil Teikoku no Yabou,2001,GBA
293,Di Gi Charat: Di Gi Communication,2002,GBA
294,Di Gi Communication 2: Datou! Black GemaGema Dan!,2004,GBA
295,Digimon Battle Spirit,2003,GBA
296,Digimon Battle Spirit 2,2003,GBA
297,Digimon Racing,2004,GBA
298,Dinotopia: The Timestone Pirates,2002,GBA
299,Disney Princess,2003,GBA
300,Disney's Princess Royal Adventure,2006,GBA
301,Disney Sports Basketball,2002,GBA
302,Disney Sports Football,2002,GBA
303,Disney Sports Motocross,2002,GBA
304,Disney Sports Skateboarding,2002,GBA
305,Disney Sports Snowboarding,2002,GBA
306,Disney Sports Soccer,2002,GBA
307,Disney's Aladdin,2004,GBA
308,Disney's American Dragon: Jake Long - Rise of the Huntsclan,2006,GBA
309,Disney's Atlantis: The Lost Empire,2001,GBA
310,Disney's Brother Bear,2003,GBA
311,Disney's Chicken Little,2005,GBA
312,Disney's Cinderella: Magical Dreams,2005,GBA
313,Disney's Extreme Skate Adventure,2003,GBA
314,Disney's Herbie: Fully Loaded,2005,GBA
315,Disney's Home on the Range,2004,GBA
316,Disney's Kim Possible: Revenge of Monkey Fist,2002,GBA
317,Disney's Kim Possible 2: Drakken's Demise,2004,GBA
318,Disney's Kim Possible 3: Team Possible,2005,GBA
319,Disney's Lilo & Stitch,2002,GBA
320,Disney's Lilo & Stitch 2: Hämsterviel Havoc,2004,GBA
321,Disney's Little Einsteins,2006,GBA
322,Disney's The Lion King 11⁄2,2003,GBA
323,Disney's The Jungle Book,2003,GBA
324,Disney's Magical Quest Starring Mickey & Minnie,2002,GBA
325,Disney's Magical Quest 2 Starring Mickey and Minnie,2003,GBA
326,Disney's Magical Quest 3 Starring Mickey & Donald,2005,GBA
327,Disney's Party,2003,GBA
328,Disney's Peter Pan: Return to Neverland,2001,GBA
329,Disney's Tarzan: Return to the Jungle,2002,GBA
330,Disney's The Little Mermaid: Magic in Two Kingdoms,2006,GBA
331,Disney's Treasure Planet,2002,GBA
332,DK: King of Swing,2005,GBA
333,Dogz,2005,GBA
334,Dogz 2,2007,GBA
335,Dogz Fashion,2005,GBA
336,Dokapon: Monster Hunter,2001,GBA
337,DokiDoki Cooking Series 1: Komugi-Chan no Happy Cake,2002,GBA
338,DokiDoki Cooking Series 2: Gourmet Kitchen: Suteki na Obentou,2003,GBA
339,Dokodemo Taikyoku: Yakuman Advance,2001,GBA
340,Domo-kun no Fushigi Terebi,2002,GBA
341,Don-Chan Puzzle: Hanabi de Don!,2004,GBA
342,Donald Duck Advance,2001,GBA
343,Donkey Kong Country,2003,GBA
344,Donkey Kong Country 2,2004,GBA
345,Donkey Kong Country 3,2005,GBA
346,Doom,2001,GBA
347,Doom II: Hell on Earth,2002,GBA
348,Dora the Explorer: The Search for Pirate Pig's Treasure,2002,GBA
349,Dora the Explorer: Super Spies,2003,GBA
350,Dora the Explorer: Super Star Adventures,2004,GBA
351,Dora's World Adventure,2006,GBA
352,Doraemon Dokodemo Walker,2002,GBA
353,Doraemon Midori No Wakusei,2001,GBA
354,Double Dragon Advance,2003,GBA
355,Doubutsujima no Chobi Gurumi,2003,GBA
356,Doubutsujima no Chobi Gurumi 2: Tama-chan Monogatari,2004,GBA
357,Downforce,2002,GBA
358,Dr. Mario & Puzzle League,2005,GBA
359,Dr. Muto,2002,GBA
360,Dr. Seuss: Green Eggs and Ham,2003,GBA
361,Dr. Seuss' The Cat in the Hat,2003,GBA
362,Dr. Sudoku,2006,GBA
363,Dragon Ball: Advanced Adventure,2004,GBA
364,Dragon Ball Z: Buu's Fury,2004,GBA
365,Dragon Ball Z: Collectible Card Game,2002,GBA
366,Dragon Ball Z: The Legacy of Goku,2002,GBA
367,Dragon Ball Z: The Legacy of Goku II,2003,GBA
368,Dragon Ball Z: Supersonic Warriors,2004,GBA
369,Dragon Ball Z: Taiketsu,2004,GBA
370,Dragon Ball GT: Transformation,2005,GBA
371,Dragon Drive: World D Break,2003,GBA
372,Dragon Quest Characters: Toruneko no Daibouken 2 Advance,2001,GBA
373,Dragon Quest Characters: Torneko no Daibōken 3 Advance - Fushigi no Dungeon,2004,GBA
374,Dragon Quest Monsters: Caravan Heart,2003,GBA
375,Dragon Tales: Dragon Adventures,2001,GBA
376,Dragon's Rock,2006,GBA
377,Drake & Josh,2007,GBA
378,Drill Dozer,2005,GBA
379,Driv3r,2005,GBA
380,Driven,2001,GBA
381,Driver 2 Advance,2002,GBA
382,Drome Racers,2003,GBA
383,Droopy's Tennis Open,2002,GBA
384,Dual Blades,2002,GBA
385,Duel Masters,2003,GBA
386,Duel Masters: Kaijudo Showdown,2004,GBA
387,Duel Masters: Sempai Legends,2004,GBA
388,Duel Masters: Shadow of the Code,2004,GBA
389,Duel Masters 2: Invincible Advance,2004,GBA
390,Duel Masters 2: Kirifuda Shoubu Version,2004,GBA
391,Duel Masters 3,2004,GBA
392,Duke Nukem Advance,2002,GBA
393,Dungeons & Dragons: Eye of the Beholder,2002,GBA
394,Dynasty Warriors Advance,2005,GBA
395,Earthworm Jim,2001,GBA
396,Earthworm Jim 2,2002,GBA
397,Ecks vs. Sever,2001,GBA
398,"Ed, Edd n Eddy: Jawbreakers!",2003,GBA
399,"Ed, Edd n Eddy: The Mis-Edventures",2005,GBA
400,Egg Mania: Eggstreme Madness,2002,GBA
401,Elemix!,2003,GBA
402,Elevator Action Old & New,2002,GBA
403,Elf: The Movie,2004,GBA
404,Elf Bowling 1 & 2,2005,GBA
405,Enchanted: Once Upon Andalasia,2007,GBA
406,Eragon,2006,GBA
407,Erementar Gerad: Huuin Sarashi Kyou,2005,GBA
408,ESPN Final Round Golf 2002,2001,GBA
409,ESPN Great Outdoor Games: Bass 2002,2002,GBA
410,ESPN International Winter Sports 2002,2002,GBA
411,"ESPN Winter X-Games Snowboarding 2002,",2002,GBA
412,ESPN X Games Skateboarding,2001,GBA
413,E.T. The Extra Terrestrial,2001,GBA
414,European Super League,2001,GBA
415,everGirl,2005,GBA
416,EX Monopoly,2001,GBA
417,Extreme Ghostbusters: Code Ecto-1,2002,GBA
418,Extreme Mahjong Deluxe: Terminator 21,2001,GBA
419,Eyeshield 21: Devilbats Devildays,2006,GBA
420,EZ-Talk Shokyuuhen 1,2001,GBA
421,EZ-Talk Shokyuuhen 2,2001,GBA
422,EZ-Talk Shokyuuhen 3,2001,GBA
423,EZ-Talk Shokyuuhen 4,2001,GBA
424,EZ-Talk Shokyuuhen 5,2001,GBA
425,EZ-Talk Shokyuuhen 6,2001,GBA
426,F1 2002,2002,GBA
427,F-14 Tomcat,2001,GBA
428,F24: Stealth Fighter,2006,GBA
429,The Fairly OddParents: Breakin' Da Rules,2003,GBA
430,The Fairly OddParents: Clash with Anti-World,2005,GBA
431,The Fairly OddParents: Enter the Cleft,2002,GBA
432,The Fairly OddParents: Shadow Showdown,2004,GBA
433,F-Zero: Climax,2004,GBA
434,F-Zero: GP Legend,2003,GBA
435,F-Zero: Maximum Velocity,2001,GBA
436,Famicom Mini: Balloon Fight,2004,GBA
437,Famicom Mini: Clu Clu Land,2004,GBA
438,Famicom Mini: Dig Dug,2004,GBA
439,Famicom Mini: Hikari Shinwa: Palthena no Kagami,nan,GBA
440,Famicom Mini: Famicom Mukashi Banashi - Shin Onigashima Zenkouhen,2004,GBA
441,Famicom Mini: Famicom Tantei Club - Kieta Koukeisha Zenkouhen,2004,GBA
442,Famicom Mini: Famicom Tantei Club Part II - Ushiro ni Tatsu Shoujo Zenkouhen,2004,GBA
443,Famicom Mini: Mappy,2004,GBA
444,Famicom Mini: Makaimura,2004,GBA
445,Famicom Mini: Mario Bros.,2004,GBA
446,Famicom Mini: Ganbare Goemon! Karakuri Douchuu,2004,GBA
447,Famicom Mini: Nazo no Murasame-Jou,2004,GBA
448,Famicom Mini: SD Gundam World Gachapon Senshi - Scramble Wars,2004,GBA
449,Famicom Mini: Star Soldier,2004,GBA
450,Famicom Mini: Super Mario Bros. 2,2004,GBA
451,Famicom Mini: Takahashi Meijin no Bouken-jima,nan,GBA
452,Famicom Mini: Twinbee,2004,GBA
453,Famicom Mini: Wrecking Crew,2004,GBA
454,Family Feud,2006,GBA
455,Family Tennis Advance,2002,GBA
456,Famista Advance,2002,GBA
457,Fancy Pocket,2002,GBA
458,Fantastic 4,2005,GBA
459,Fantastic Four: Flame On,2005,GBA
460,Fantastic Children,2005,GBA
461,Fantastic Marchen: Keaki Okusan Monogatari,2002,GBA
462,Fear Factor: Unleashed,2004,GBA
463,Field of Nine: Digital Edition 2001,2001,GBA
464,FIFA Football 2003,2002,GBA
465,FIFA Football 2004,2003,GBA
466,FIFA Football 2005,2004,GBA
467,FIFA 06,2005,GBA
468,FIFA 07,2006,GBA
469,FIFA World Cup: Germany 2006,2006,GBA
470,FightBox,2004,GBA
471,FILA Decathlon,2002,GBA
472,Final Fantasy I & II: Dawn of Souls,2004,GBA
473,Final Fantasy IV Advance,2005,GBA
474,Final Fantasy V Advance,2006,GBA
475,Final Fantasy VI Advance,2006,GBA
476,Final Fantasy Tactics Advance,2003,GBA
477,Final Fight One,2001,GBA
478,Finding Nemo,2003,GBA
479,Finding Nemo: The Continuing Adventure,2004,GBA
480,Fire Emblem: Fuuin no Tsurugi,2002,GBA
481,Fire Emblem: The Blazing Blade,2003,GBA
482,Fire Emblem: The Sacred Stones,2004,GBA
483,Fire Pro Wrestling,2001,GBA
484,Fire Pro Wrestling 2,2002,GBA
485,The Flintstones: Big Trouble In Bedrock,2001,GBA
486,Flushed Away,2006,GBA
487,Football Mania,2002,GBA
488,Ford Racing 3,2006,GBA
489,Formation Soccer 2002,2002,GBA
490,Fortress,2001,GBA
491,Foster's Home for Imaginary Friends,2006,GBA
492,Franklin the Turtle,2005,GBA
493,Franklin's Great Adventures,2006,GBA
494,Freekstyle,2003,GBA
495,Frogger Advance: The Great Quest,2002,GBA
496,Frogger's Adventures: Temple of the Frog,2001,GBA
497,Frogger's Adventures 2: The Lost Wand,2002,GBA
498,Frogger's Journey: The Forgotten Relic,2003,GBA
499,From TV animation - One Piece: Mezase! King of Berry,2003,GBA
500,From TV animation - One Piece: Nanatsu-jima no Dai-hihō,2002,GBA
501,Fruits Mura no Doubutsu Tachi,2004,GBA
502,Fushigi no Kuni no Alice,2003,GBA
503,Fushigi no Kuni no Angelique,2002,GBA
504,Futari wa Pretty Cure: Ariena~i! Yume no Sono wa Daimeikyuu,2004,GBA
505,Futari Wa Pretty Cure Max Heart: Maji? Maji!? Fight de IN Janai,2005,GBA
506,Gachasute! Dino Device Blue,2002,GBA
507,Gachasute! Dino Device Red,2002,GBA
508,Gachasute! Dino Device 2: Dragon,2003,GBA
509,Gachasute! Dino Device 2: Phoenix,2003,GBA
510,Gachinko Pro Yakyuu,2002,GBA
511,Gadget Racers,2001,GBA
512,Gakkou no Kaidan: Hyakuyoubako no Fuuin,2004,GBA
513,Gakkou O Tsukurou!! Advance,2001,GBA
514,Gakuen Alice: DokiDoki Fushigi Taiken,2004,GBA
515,Gakuen Senki Muryou,2003,GBA
516,Galaxy Angel,2002,GBA
517,Galidor: Defenders of the Outer Dimension,2002,GBA
518,Game & Watch Gallery 4,2002,GBA
519,The Game of Life / Yahtzee / Payday,2005,GBA
520,Games Explosion,2006,GBA
521,Ganbare! Dodge Fighters,2005,GBA
522,Garfield: The Search for Pooky,2005,GBA
523,Garfield and His Nine Lives,2006,GBA
524,Gauntlet / Rampart,2005,GBA
525,Gauntlet Dark Legacy,2002,GBA
526,Gegege no Kitarou: Kiki Ippatsu! Youkai Rettou,2003,GBA
527,Gekido Advance: Kintaro's Revenge,2003,GBA
528,Gekitou Densetsu Noah: Dream Management,2003,GBA
529,Gem Smashers,2003,GBA
530,Genseishin Justirisers: Souchaku! Chikyuu no Senshitachi,2004,GBA
531,Gensou Maden Saiyuki: Hangyaku no Toshin Taishi,2003,GBA
532,Gensō Suikoden Card Stories,2001,GBA
533,Get Ride! AMDriver: Senkou no Hero Tanjou,2004,GBA
534,Get Ride! AMDriver: Shutsugeki! Battle Party,2004,GBA
535,GET! Boku no Mushi Tsukamaete,2003,GBA
536,GetBackers Dakkanya: Jagan Fuuin!,2003,GBA
537,GetBackers Dakkanya: Jigoku no Scaramouche,2001,GBA
538,GetBackers Dakkanya: Metropolis Dakkan Sakusen!,2003,GBA
539,Ghost Rider,2006,GBA
540,Ghost Trap,2002,GBA
541,GlucoBoy,2007,GBA
542,Go! Go! Beckham! Adventure on Soccer Island,2002,GBA
543,Godzilla: Domination!,2002,GBA
544,Goemon: New Age Shutsudou!,2002,GBA
545,Golden Nugget Casino,2004,GBA
546,Golden Sun,2001,GBA
547,Golden Sun: The Lost Age,2003,GBA
548,Gradius Galaxies,2001,GBA
549,Granbo,2001,GBA
550,Grand Theft Auto Advance,2004,GBA
551,Greg Hastings' Tournament Paintball Max'd,2006,GBA
552,Gremlins: Stripe vs Gizmo,2002,GBA
553,The Grim Adventures of Billy & Mandy,2006,GBA
554,Groove Adventure Rave: Hikari to Yami no Daikessen,2002,GBA
555,GT Advance Championship Racing,2001,GBA
556,GT Advance 2: Rally Racing,2002,GBA
557,GT Advance 3: Pro Concept Racing,2003,GBA
558,GT Racers,2006,GBA
559,Guilty Gear X: Advance Edition,2002,GBA
560,Gumby vs. the Astrobots,2005,GBA
561,"Gunstar Super Heroes,",2005,GBA
562,Guru Logi Champ,2001,GBA
563,Gyakuten Saiban,2001,GBA
564,Gyakuten Saiban 2,2002,GBA
565,Gyakuten Saiban 3,2004,GBA
566,Hachiemon,2003,GBA
