,title,date,console
362,Bob the Builder: Can We Fix It?,2000,PS1
363,Bogey Dead 6,1996,PS1
364,Bokan Go Go Go,Unreleased,PS1
365,Boku no Choro-Q,Unreleased,PS1
366,Boku no Natsuyasumi,Unreleased,PS1
367,Boku wa Koukuu Kanseikan,Unreleased,PS1
368,Bokujo Monogatari Harvest Moon For Girls,Unreleased,PS1
369,Bokujyoukeieteki Board Game: Umapoly,Unreleased,PS1
370,Bokurato Asobou! Ultraman TV,Unreleased,PS1
371,Bomb Boat,Unreleased,PS1
372,Bomberman Fantasy Race,1999,PS1
373,Bomberman Land,Unreleased,PS1
374,Bomberman Party Edition,2000,PS1
375,Bomberman Wars,Unreleased,PS1
376,Bomberman World,1998,PS1
377,The Bombing Islands,2001,PS1
378,Bonogurashi: Kore de Kanpeki Disu,Unreleased,PS1
379,Boundary Gate: Daughter of Kingdom,Unreleased,PS1
380,Bounty Sword First,Unreleased,PS1
381,Bounty Sword: Double Edge,Unreleased,PS1
382,The Book of Watermarks,Unreleased,PS1
383,BoomBots,1999,PS1
384,Bottom of the 9th,1996,PS1
385,Bottom of the 9th '97,1997,PS1
386,Bottom of the 9th '99,1998,PS1
387,Bounty Hunter Sara: Holy Mountain no Teiou,Unreleased,PS1
388,Boxer's Road,Unreleased,PS1
389,Boys Be... Kono Koi no Yukue,Unreleased,PS1
390,Boys Be... Second Season,Unreleased,PS1
391,BRAHMA Force: The Assault on Beltlogger 9,1997,PS1
392,Brain Dead 13,1996,PS1
393,Bratz,2003,PS1
394,Brave Fencer Musashi,1998,PS1
395,Brave Prove,Unreleased,PS1
396,Brave Saga 2,Unreleased,PS1
397,Brave Sword,Unreleased,PS1
398,Bravo Air Race,1997,PS1
399,Break Volley,Unreleased,PS1
400,Breakout,2000,PS1
401,Break Point,Unreleased,PS1
402,BreakThru!,Unreleased,PS1
403,Breath of Fire III,1998,PS1
404,Breath of Fire IV,2000,PS1
405,Breed Master,Unreleased,PS1
406,Breeding Stud: Bokujou de Aimashou,Unreleased,PS1
407,Breeding Stud 2,Unreleased,PS1
408,Breeding Stud '99,Unreleased,PS1
409,Brian Lara Cricket,Unreleased,PS1
410,Brigandine: Legend of Forsena,1998,PS1
411,Brigandine Grand Edition,Unreleased,PS1
412,Brightis,Unreleased,PS1
413,Broken Helix,1997,PS1
414,Broken Sword: The Shadow of the Templars,1998,PS1
415,Broken Sword II: The Smoking Mirror,1999,PS1
416,Brunswick Circuit Pro Bowling,1998,PS1
417,Brunswick Circuit Pro Bowling 2,2000,PS1
418,Bubble Bobble featuring Rainbow Islands,1996,PS1
419,Bubsy 3D,1996,PS1
420,Buckle Up!,Unreleased,PS1
421,Bug Riders,1997,PS1
422,A Bug's Life,1998,PS1
423,A Bug's Life Activity Centre,Unreleased,PS1
424,Bugs Bunny: Lost in Time,1999,PS1
425,Bugs Bunny & Taz: Time Busters,2000,PS1
426,Builder's Block,2000,PS1
427,Building Crush!,Unreleased,PS1
428,Burger Burger,Unreleased,PS1
429,Burger Burger 2,Unreleased,PS1
430,Burning Road,1996,PS1
431,Burstrick Wake Boarding!!,2001,PS1
432,Bushido Blade,1997,PS1
433,Bushido Blade 2,1998,PS1
434,Bust a Groove,1998,PS1
435,Bust a Groove 2,1999,PS1
436,Bust-A-Move 2: Arcade Edition,June 1996,PS1
437,Bust-A-Move 3 DXPAL,1999,PS1
438,Bust-A-Move 4,1998,PS1
439,Buster Bros. Collection,1997,PS1
440,Butagee de Iin Janai?,Unreleased,PS1
441,Buttsubushi,Unreleased,PS1
442,Buzz Lightyear of Star Command,2000,PS1
443,C-12: Final Resistance,2002,PS1
444,C1 Circuit,Unreleased,PS1
445,C3 Racing,Unreleased,PS1
446,C: The Contra Adventure,1998,PS1
447,Cabela's Big Game Hunter: Ultimate Challenge,2001,PS1
448,Cabela's Ultimate Deer Hunt: Open Season,2002,PS1
449,Cadillac,Unreleased,PS1
450,Caesars Palace,1997,PS1
451,Caesar's Palace 2000,2000,PS1
452,Caesar's Palace II,1998,PS1
453,Calamity Adventure 1: The Natural World,1997,PS1
454,Calamity Adventure 2: People and Traditions,1997,PS1
455,Calamity Adventure 3: Around the World,1997,PS1
456,Calcolo!,Unreleased,PS1
457,California Surfing,Unreleased,PS1
458,California Watersports,Unreleased,PS1
459,Cali's Geo Tools,1997,PS1
460,Capcom Generation 1: Dai 1 Shuu Gekitsuiou no Jidai,Unreleased,PS1
461,Capcom Generation 2: Dai 2 Shuu Makai to Kishi,Unreleased,PS1
462,Capcom Generation 3: Dai 3 Shuu Koko ni Rekishi Hajimaru,Unreleased,PS1
463,Capcom Generation 4: Dai 4 Shuu Kokou no Eiyuu,Unreleased,PS1
464,Capcom VS SNK: Pro,2002,PS1
465,Captain Commando,Unreleased,PS1
466,Captain Love!!,Unreleased,PS1
467,Captain Tsubasa: Aratanaru Densetsu Joshou,Unreleased,PS1
468,Captain Tsubasa J: Get In The Tomorrow,Unreleased,PS1
469,Car & Driver Presents: Grand Tour Racing '98,1997,PS1
470,Card Games,2001,PS1
471,Card II,Unreleased,PS1
472,Cardcaptor Sakura: Clow Card Magic,Unreleased,PS1
473,Cardinal Syn,1998,PS1
474,Carmageddon,Unreleased,PS1
475,Carnage Heart,1997,PS1
476,Carnage Heart EZ: Easy Zapping,Unreleased,PS1
477,Carom Shot,Unreleased,PS1
478,CART World Series,1997,PS1
479,Casper,1996,PS1
480,Casper - Friends Around the World,2000,PS1
481,Castlevania Chronicles,2001,PS1
482,Castlevania: Symphony of the Night,1997,PS1
483,Castrol Honda Superbike Racing,1999,PS1
484,Castrol Honda VTR,Unreleased,PS1
485,Catan - Die erste Insel (German),Unreleased,PS1
486,The Cat in the Hat,2004,PS1
487,Cat the Ripper: Jyusanninme no Tanteishi,Unreleased,PS1
488,Catch! Kimochi Sensation,Unreleased,PS1
489,Celebrity Deathmatch,2003,PS1
490,Centipede,1999,PS1
491,Champion Wrestler: Jikkyou Live,Unreleased,PS1
492,CG Mukashi Banashi: Jiisan 2-do Bikkuri!!,Unreleased,PS1
493,Championship Bass,2000,PS1
494,Championship Manager Quiz,Unreleased,PS1
495,Championship Motocross featuring Ricky Carmichael,1999,PS1
496,Championship Motocross 2001 featuring Ricky Carmichael,2001,PS1
497,Championship Surfer,2000,PS1
498,Chaos Break,Unreleased,PS1
499,Chaos Control,Unreleased,PS1
500,Charumera,Unreleased,PS1
501,Checkmate•Checkmate IIEU,Unreleased,PS1
502,Cheesy,Unreleased,PS1
503,Chess,2001,PS1
504,Chess & Reversi,Unreleased,PS1
505,Chess 2000,Unreleased,PS1
506,Chessmaster II,1999,PS1
507,The Chessmaster 3-DNA,1996,PS1
508,Chibi Maruko-Chan: Maruko Enikki World,Unreleased,PS1
509,Chibi-Chara Game Gingaeiyu Densetsu,Unreleased,PS1
510,Chicken Run,2000,PS1
511,Chiisana Kyojin Microman,Unreleased,PS1
512,Chiisana Oukoku Eltoria,Unreleased,PS1
513,Chill,Unreleased,PS1
514,China: The Forbidden City,Unreleased,PS1
515,Chinmoku no Kantai,Unreleased,PS1
516,Chō Aniki: Kyūkyoku Muteki Ginga Saikyō Otoko,Unreleased,PS1
517,Cho-Nazo-Oh,Unreleased,PS1
518,Chocobo Collection,Unreleased,PS1
519,Chocobo Racing,1999,PS1
520,Chocobo's Dungeon 2NA,2000,PS1
521,Chocobo no Fushigi na Dungeon,Unreleased,PS1
522,Chocobo Stallion,Unreleased,PS1
523,Chocolate Kiss,Unreleased,PS1
524,Choro QJP,Unreleased,PS1
525,Choro Q 2,Unreleased,PS1
526,Choro Q 3,Unreleased,PS1
527,Choro Q Jet: Rainbow Wings,Unreleased,PS1
528,Choro Q Marine: Q-Boat,Unreleased,PS1
529,Choro Q Wonderful!,Unreleased,PS1
530,Chou Hatsumei Boy Kanipan: Hirameki Wonderland,Unreleased,PS1
531,Chou Jiryoku Senshi Microman: Generation 2000,Unreleased,PS1
532,Chou Mashin Eiyuuden Wataru: Another Step,Unreleased,PS1
533,Chou Sentou Kyuugi Vanborg,Unreleased,PS1
534,Chou-Kousoku GranDoll,Unreleased,PS1
535,Choujin Gakuen Gowcaizer,Unreleased,PS1
536,Chris Kamara's Street Soccer,Unreleased,PS1
537,Chronicles of the Sword,1996,PS1
538,Chrono Cross,2000,PS1
539,Chrono Trigger,2001,PS1
540,Chuushingura,Unreleased,PS1
541,Cindy's Caribbean Holiday,Unreleased,PS1
542,Cindy's Fashion World,Unreleased,PS1
543,Circadia,Unreleased,PS1
544,Circuit Beat,Unreleased,PS1
545,Circuit Breakers,1998,PS1
546,City Bravo!,Unreleased,PS1
547,City Bravo! Business Hen,Unreleased,PS1
548,The City of Lost Children,1997,PS1
549,Civilization,Unreleased,PS1
550,Civilization II,1998,PS1
551,Civizard: Majutsu no Keifu,Unreleased,PS1
552,Classic Road,Unreleased,PS1
553,Classic Road 2,Unreleased,PS1
554,Classic Road Yuushun 2,Unreleased,PS1
555,Cleopatra's Fortune,2003,PS1
556,Click Medic,Unreleased,PS1
557,Clock Tower,1997,PS1
558,Clock Tower: The First Fear,Unreleased,PS1
559,Clock Tower II: The Struggle Within,1999,PS1
560,ClockWerx,Unreleased,PS1
561,Cocktail Harmony,Unreleased,PS1
562,Codename: TenkaNA,1997,PS1
563,Colin McRae Rally,2000,PS1
564,Colin McRae Rally 2.0,2000,PS1
565,College Slam,1996,PS1
566,Colony Wars,1997,PS1
567,Colony Wars: Red Sun,2000,PS1
568,Colony Wars: Vengeance,1998,PS1
569,Combi Mahjong Awaseuchi with Maboroshi Tsukiyo Characters,Unreleased,PS1
570,Covert Ops: Nuclear DawnNA,2000,PS1
571,Combat Choro Q,Unreleased,PS1
572,Colorful Logic,Unreleased,PS1
573,Colorful Logic 2,Unreleased,PS1
574,Colorful Logic 3,Unreleased,PS1
575,Combination Pro Soccer,Unreleased,PS1
576,Command & Conquer,1997,PS1
577,Command & Conquer: Red Alert,1997,PS1
578,Command & Conquer Red Alert: Retaliation (Expansion),1998,PS1
579,Community Pom,Unreleased,PS1
580,Community Pom: Omoide o Dakishimete,Unreleased,PS1
581,Complete Onside Soccer,Unreleased,PS1
582,Constructor,Unreleased,PS1
583,Contender,1999,PS1
584,Contender 2,2000,PS1
585,Contra: Legacy of War,1996,PS1
586,Conveni: Ano Machi wo Dokusen Seyo,Unreleased,PS1
