player1,player2,score1,score2,round,tourneyName,eventName,date
SQ,NBNHMR,1,3,Losers Final,tns-guilty-gear-strive-57-pc,guilty-gear-strive-pc,11.7.22
NBNHMR,daze,3,0,Losers Semi-Final,tns-guilty-gear-strive-57-pc,guilty-gear-strive-pc,11.7.22
K0ba,winty guitar,0,-1,Winners Round 1,tns-guilty-gear-strive-57-pc,guilty-gear-strive-pc,11.7.22
NBNHMR,SQ,1,3,Winners Semi-Final,tns-guilty-gear-strive-57-pc,guilty-gear-strive-pc,11.7.22
LAB,Samson,0,3,Winners Round 1,tns-guilty-gear-strive-57-pc,guilty-gear-strive-pc,11.7.22
NoXX,Kuya_D,0,3,Winners Round 1,tns-guilty-gear-strive-57-pc,guilty-gear-strive-pc,11.7.22
D.O.N,Aarondamac,2,3,Winners Semi-Final,tns-guilty-gear-strive-57-pc,guilty-gear-strive-pc,11.7.22
NBNHMR,OneTrueSnorlax,3,0,Losers Quarter-Final,tns-guilty-gear-strive-57-pc,guilty-gear-strive-pc,11.7.22
D.O.N,daze,1,3,Losers Quarter-Final,tns-guilty-gear-strive-57-pc,guilty-gear-strive-pc,11.7.22
OneTrueSnorlax,Hotashi,3,2,Losers Round 2,tns-guilty-gear-strive-57-pc,guilty-gear-strive-pc,11.7.22
daze,Papple,3,1,Losers Round 2,tns-guilty-gear-strive-57-pc,guilty-gear-strive-pc,11.7.22
OneTrueSnorlax,Remi Celeste,3,2,Losers Round 1,tns-guilty-gear-strive-57-pc,guilty-gear-strive-pc,11.7.22
Hotashi,Rat,3,0,Losers Round 1,tns-guilty-gear-strive-57-pc,guilty-gear-strive-pc,11.7.22
daze,Testyourluck,3,2,Losers Round 1,tns-guilty-gear-strive-57-pc,guilty-gear-strive-pc,11.7.22
Marvelo,Papple,1,3,Losers Round 1,tns-guilty-gear-strive-57-pc,guilty-gear-strive-pc,11.7.22
Razzo,Arbiter,3,2,Winners Semi-Final,tns-guilty-gear-strive-58-pc,guilty-gear-strive-pc,11.14.22
Cheryo,Lapriz,3,1,Winners Semi-Final,tns-guilty-gear-strive-58-pc,guilty-gear-strive-pc,11.14.22
UMISHO,Lurry,3,0,Winners Semi-Final,tns-guilty-gear-strive-58-pc,guilty-gear-strive-pc,11.14.22
Solstice,Yurikov,3,1,Winners Semi-Final,tns-guilty-gear-strive-58-pc,guilty-gear-strive-pc,11.14.22
Testyourluck,mike_Saftig,3,1,Winners Semi-Final,tns-guilty-gear-strive-58-pc,guilty-gear-strive-pc,11.14.22
Remi Celeste,Mop,3,1,Winners Semi-Final,tns-guilty-gear-strive-58-pc,guilty-gear-strive-pc,11.14.22
daze,MjKurase,3,1,Winners Semi-Final,tns-guilty-gear-strive-58-pc,guilty-gear-strive-pc,11.14.22
saintv0,Wabunga,0,3,Winners Semi-Final,tns-guilty-gear-strive-58-pc,guilty-gear-strive-pc,11.14.22
tsund,Dwarl Warberry,2,3,Losers Round 4,tns-guilty-gear-strive-58-pc,guilty-gear-strive-pc,11.14.22
OddToaster,NBNHMR,1,3,Losers Round 4,tns-guilty-gear-strive-58-pc,guilty-gear-strive-pc,11.14.22
mkj,CMDRCamper,0,3,Losers Round 4,tns-guilty-gear-strive-58-pc,guilty-gear-strive-pc,11.14.22
Petrafied,Rin,3,0,Losers Round 4,tns-guilty-gear-strive-58-pc,guilty-gear-strive-pc,11.14.22
Ciyef,Burstdragon1,3,0,Losers Round 4,tns-guilty-gear-strive-58-pc,guilty-gear-strive-pc,11.14.22
Kensei,Sunlight,0,3,Losers Round 4,tns-guilty-gear-strive-58-pc,guilty-gear-strive-pc,11.14.22
D3WDify,galaxybutter,2,3,Losers Round 4,tns-guilty-gear-strive-58-pc,guilty-gear-strive-pc,11.14.22
MrChupy01,OmegaJSM,3,0,Losers Round 4,tns-guilty-gear-strive-58-pc,guilty-gear-strive-pc,11.14.22
Razzo,daze,3,0,Grand Final,tns-guilty-gear-strive-58-pc,guilty-gear-strive-pc,11.14.22
UMISHO,Coach Steve,3,0,Winners Quarter-Final,tns-guilty-gear-strive-58-pc,guilty-gear-strive-pc,11.14.22
Solstice,Dwarl Warberry,3,1,Winners Quarter-Final,tns-guilty-gear-strive-58-pc,guilty-gear-strive-pc,11.14.22
Razzo,CMDRCamper,3,0,Winners Quarter-Final,tns-guilty-gear-strive-58-pc,guilty-gear-strive-pc,11.14.22
NBNHMR,Cheryo,2,3,Winners Quarter-Final,tns-guilty-gear-strive-58-pc,guilty-gear-strive-pc,11.14.22
WATER-1,Lurry,2,3,Winners Quarter-Final,tns-guilty-gear-strive-58-pc,guilty-gear-strive-pc,11.14.22
Lapriz,OddToaster,3,1,Winners Quarter-Final,tns-guilty-gear-strive-58-pc,guilty-gear-strive-pc,11.14.22
mkj,Arbiter,1,3,Winners Quarter-Final,tns-guilty-gear-strive-58-pc,guilty-gear-strive-pc,11.14.22
Yurikov,Ticklememour,3,2,Winners Quarter-Final,tns-guilty-gear-strive-58-pc,guilty-gear-strive-pc,11.14.22
Testyourluck,OmegaJSM,3,0,Winners Quarter-Final,tns-guilty-gear-strive-58-pc,guilty-gear-strive-pc,11.14.22
Remi Celeste,Sunlight,3,0,Winners Quarter-Final,tns-guilty-gear-strive-58-pc,guilty-gear-strive-pc,11.14.22
wffls,saintv0,0,3,Winners Quarter-Final,tns-guilty-gear-strive-58-pc,guilty-gear-strive-pc,11.14.22
daze,PineappleHour,3,1,Winners Quarter-Final,tns-guilty-gear-strive-58-pc,guilty-gear-strive-pc,11.14.22
MjKurase,Papa Leo,3,0,Winners Quarter-Final,tns-guilty-gear-strive-58-pc,guilty-gear-strive-pc,11.14.22
Mop,Kensei,3,2,Winners Quarter-Final,tns-guilty-gear-strive-58-pc,guilty-gear-strive-pc,11.14.22
mike_Saftig,Tsukuyoni,3,0,Winners Quarter-Final,tns-guilty-gear-strive-58-pc,guilty-gear-strive-pc,11.14.22
D3WDify,Wabunga,1,3,Winners Quarter-Final,tns-guilty-gear-strive-58-pc,guilty-gear-strive-pc,11.14.22
OddToaster,Shífu,3,0,Losers Round 3,tns-guilty-gear-strive-58-pc,guilty-gear-strive-pc,11.14.22
WATER-1,Petrafied,0,3,Losers Round 3,tns-guilty-gear-strive-58-pc,guilty-gear-strive-pc,11.14.22
mkj,ItsMePugs,3,0,Losers Round 3,tns-guilty-gear-strive-58-pc,guilty-gear-strive-pc,11.14.22
Ticklememour,tsund,0,3,Losers Round 3,tns-guilty-gear-strive-58-pc,guilty-gear-strive-pc,11.14.22
CMDRCamper,nobody,3,2,Losers Round 3,tns-guilty-gear-strive-58-pc,guilty-gear-strive-pc,11.14.22
NBNHMR,Superboy_,0,-1,Losers Round 3,tns-guilty-gear-strive-58-pc,guilty-gear-strive-pc,11.14.22
Coach Steve,Rin,2,3,Losers Round 3,tns-guilty-gear-strive-58-pc,guilty-gear-strive-pc,11.14.22
Dwarl Warberry,Chanklatomica22,3,0,Losers Round 3,tns-guilty-gear-strive-58-pc,guilty-gear-strive-pc,11.14.22
Kensei,Mystery Solver,3,0,Losers Round 3,tns-guilty-gear-strive-58-pc,guilty-gear-strive-pc,11.14.22
D3WDify,Pch,3,2,Losers Round 3,tns-guilty-gear-strive-58-pc,guilty-gear-strive-pc,11.14.22
Papa Leo,Ciyef,-1,0,Losers Round 3,tns-guilty-gear-strive-58-pc,guilty-gear-strive-pc,11.14.22
Tsukuyoni,MrChupy01,0,3,Losers Round 3,tns-guilty-gear-strive-58-pc,guilty-gear-strive-pc,11.14.22
Sunlight,Ant,3,0,Losers Round 3,tns-guilty-gear-strive-58-pc,guilty-gear-strive-pc,11.14.22
PineappleHour,Burstdragon1,2,3,Losers Round 3,tns-guilty-gear-strive-58-pc,guilty-gear-strive-pc,11.14.22
wffls,galaxybutter,0,3,Losers Round 3,tns-guilty-gear-strive-58-pc,guilty-gear-strive-pc,11.14.22
OmegaJSM,DeathTheGamer,3,0,Losers Round 3,tns-guilty-gear-strive-58-pc,guilty-gear-strive-pc,11.14.22
CinamonToastRod,tsund,0,3,Losers Round 2,tns-guilty-gear-strive-58-pc,guilty-gear-strive-pc,11.14.22
ItsMePugs,southpaw flash,3,2,Losers Round 2,tns-guilty-gear-strive-58-pc,guilty-gear-strive-pc,11.14.22
MajorTom,Petrafied,0,3,Losers Round 2,tns-guilty-gear-strive-58-pc,guilty-gear-strive-pc,11.14.22
Shífu,TeeZ,0,-1,Losers Round 2,tns-guilty-gear-strive-58-pc,guilty-gear-strive-pc,11.14.22
Superboy_,Papple,0,-1,Losers Round 2,tns-guilty-gear-strive-58-pc,guilty-gear-strive-pc,11.14.22
Essemyth,Rin,0,3,Losers Round 2,tns-guilty-gear-strive-58-pc,guilty-gear-strive-pc,11.14.22
Chanklatomica22,Kuya_D,3,2,Losers Round 2,tns-guilty-gear-strive-58-pc,guilty-gear-strive-pc,11.14.22
Mr_thirdEye,nobody,0,3,Losers Round 2,tns-guilty-gear-strive-58-pc,guilty-gear-strive-pc,11.14.22
Ciyef,Bigger_Bag,3,1,Losers Round 2,tns-guilty-gear-strive-58-pc,guilty-gear-strive-pc,11.14.22
Pch,Tommy J,3,0,Losers Round 2,tns-guilty-gear-strive-58-pc,guilty-gear-strive-pc,11.14.22
Lamayo,MrChupy01,1,3,Losers Round 2,tns-guilty-gear-strive-58-pc,guilty-gear-strive-pc,11.14.22
monte,Mystery Solver,2,3,Losers Round 2,tns-guilty-gear-strive-58-pc,guilty-gear-strive-pc,11.14.22
galaxybutter,Kaiina,3,2,Losers Round 2,tns-guilty-gear-strive-58-pc,guilty-gear-strive-pc,11.14.22
K0ba,Burstdragon1,0,3,Losers Round 2,tns-guilty-gear-strive-58-pc,guilty-gear-strive-pc,11.14.22
Ant,BizkitnoBev,3,1,Losers Round 2,tns-guilty-gear-strive-58-pc,guilty-gear-strive-pc,11.14.22
DeathTheGamer,AbsoluteManiac,3,0,Losers Round 2,tns-guilty-gear-strive-58-pc,guilty-gear-strive-pc,11.14.22
daze,Razzo,2,3,Winners Final,tns-guilty-gear-strive-58-pc,guilty-gear-strive-pc,11.14.22
Razzo,AbsoluteManiac,3,0,Winners Round 2,tns-guilty-gear-strive-58-pc,guilty-gear-strive-pc,11.14.22
UMISHO,BizkitnoBev,3,0,Winners Round 2,tns-guilty-gear-strive-58-pc,guilty-gear-strive-pc,11.14.22
Solstice,Burstdragon1,3,0,Winners Round 2,tns-guilty-gear-strive-58-pc,guilty-gear-strive-pc,11.14.22
NBNHMR,Kaiina,3,0,Winners Round 2,tns-guilty-gear-strive-58-pc,guilty-gear-strive-pc,11.14.22
DeathTheGamer,CMDRCamper,1,3,Winners Round 2,tns-guilty-gear-strive-58-pc,guilty-gear-strive-pc,11.14.22
Dwarl Warberry,angxiii,0,-1,Winners Round 2,tns-guilty-gear-strive-58-pc,guilty-gear-strive-pc,11.14.22
galaxybutter,Cheryo,1,3,Winners Round 2,tns-guilty-gear-strive-58-pc,guilty-gear-strive-pc,11.14.22
Coach Steve,Ant,3,2,Winners Round 2,tns-guilty-gear-strive-58-pc,guilty-gear-strive-pc,11.14.22
MrChupy01,mkj,1,3,Winners Round 2,tns-guilty-gear-strive-58-pc,guilty-gear-strive-pc,11.14.22
Lapriz,Tommy J,3,0,Winners Round 2,tns-guilty-gear-strive-58-pc,guilty-gear-strive-pc,11.14.22
Yurikov,Bigger_Bag,3,0,Winners Round 2,tns-guilty-gear-strive-58-pc,guilty-gear-strive-pc,11.14.22
WATER-1,Mystery Solver,3,2,Winners Round 2,tns-guilty-gear-strive-58-pc,guilty-gear-strive-pc,11.14.22
OddToaster,Pch,3,1,Winners Round 2,tns-guilty-gear-strive-58-pc,guilty-gear-strive-pc,11.14.22
Ticklememour,Ciyef,3,2,Winners Round 2,tns-guilty-gear-strive-58-pc,guilty-gear-strive-pc,11.14.22
Lurry,monte,3,2,Winners Round 2,tns-guilty-gear-strive-58-pc,guilty-gear-strive-pc,11.14.22
Arbiter,Lamayo,3,0,Winners Round 2,tns-guilty-gear-strive-58-pc,guilty-gear-strive-pc,11.14.22
Remi Celeste,Rin,3,0,Winners Round 2,tns-guilty-gear-strive-58-pc,guilty-gear-strive-pc,11.14.22
Papple,wffls,-1,0,Winners Round 2,tns-guilty-gear-strive-58-pc,guilty-gear-strive-pc,11.14.22
Testyourluck,nobody,3,0,Winners Round 2,tns-guilty-gear-strive-58-pc,guilty-gear-strive-pc,11.14.22
daze,Kuya_D,3,1,Winners Round 2,tns-guilty-gear-strive-58-pc,guilty-gear-strive-pc,11.14.22
OmegaJSM,Mr_thirdEye,3,1,Winners Round 2,tns-guilty-gear-strive-58-pc,guilty-gear-strive-pc,11.14.22
Superboy_,saintv0,-1,0,Winners Round 2,tns-guilty-gear-strive-58-pc,guilty-gear-strive-pc,11.14.22
Ke$ha,Sunlight,-1,0,Winners Round 2,tns-guilty-gear-strive-58-pc,guilty-gear-strive-pc,11.14.22
PineappleHour,Chanklatomica22,3,0,Winners Round 2,tns-guilty-gear-strive-58-pc,guilty-gear-strive-pc,11.14.22
Petrafied,Mop,2,3,Winners Round 2,tns-guilty-gear-strive-58-pc,guilty-gear-strive-pc,11.14.22
mike_Saftig,southpaw flash,3,0,Winners Round 2,tns-guilty-gear-strive-58-pc,guilty-gear-strive-pc,11.14.22
TeeZ,D3WDify,-1,0,Winners Round 2,tns-guilty-gear-strive-58-pc,guilty-gear-strive-pc,11.14.22
MjKurase,tsund,3,0,Winners Round 2,tns-guilty-gear-strive-58-pc,guilty-gear-strive-pc,11.14.22
Kensei,Grant,0,-1,Winners Round 2,tns-guilty-gear-strive-58-pc,guilty-gear-strive-pc,11.14.22
Papa Leo,CinamonToastRod,3,0,Winners Round 2,tns-guilty-gear-strive-58-pc,guilty-gear-strive-pc,11.14.22
Wabunga,Squidlye,3,2,Winners Round 2,tns-guilty-gear-strive-58-pc,guilty-gear-strive-pc,11.14.22
ItsMePugs,Tsukuyoni,0,3,Winners Round 2,tns-guilty-gear-strive-58-pc,guilty-gear-strive-pc,11.14.22
Ant,Revi,3,0,Losers Round 1,tns-guilty-gear-strive-58-pc,guilty-gear-strive-pc,11.14.22
angxiii,K0ba,-1,0,Losers Round 1,tns-guilty-gear-strive-58-pc,guilty-gear-strive-pc,11.14.22
DeathTheGamer,Minimefuzzy,0,-1,Losers Round 1,tns-guilty-gear-strive-58-pc,guilty-gear-strive-pc,11.14.22
galaxybutter,Erickson Shine,0,-1,Losers Round 1,tns-guilty-gear-strive-58-pc,guilty-gear-strive-pc,11.14.22
daze,UMISHO,3,2,Losers Final,tns-guilty-gear-strive-58-pc,guilty-gear-strive-pc,11.14.22
Squidlye,Shífu,0,3,Losers Round 1,tns-guilty-gear-strive-58-pc,guilty-gear-strive-pc,11.14.22
CinamonToastRod,sin,3,0,Losers Round 1,tns-guilty-gear-strive-58-pc,guilty-gear-strive-pc,11.14.22
ItsMePugs,Jeet,3,0,Losers Round 1,tns-guilty-gear-strive-58-pc,guilty-gear-strive-pc,11.14.22
Grant,MajorTom,-1,0,Losers Round 1,tns-guilty-gear-strive-58-pc,guilty-gear-strive-pc,11.14.22
Superboy_,Voltiyon,0,-1,Losers Round 1,tns-guilty-gear-strive-58-pc,guilty-gear-strive-pc,11.14.22
Ke$ha,Essemyth,-1,0,Losers Round 1,tns-guilty-gear-strive-58-pc,guilty-gear-strive-pc,11.14.22
Chanklatomica22,P-Roni,0,-1,Losers Round 1,tns-guilty-gear-strive-58-pc,guilty-gear-strive-pc,11.14.22
Mr_thirdEye,Avid,3,0,Losers Round 1,tns-guilty-gear-strive-58-pc,guilty-gear-strive-pc,11.14.22
Rin,Lethality,3,0,Losers Round 1,tns-guilty-gear-strive-58-pc,guilty-gear-strive-pc,11.14.22
Papple,Darkish Souls,0,-1,Losers Round 1,tns-guilty-gear-strive-58-pc,guilty-gear-strive-pc,11.14.22
nobody,Barcelona,3,1,Losers Round 1,tns-guilty-gear-strive-58-pc,guilty-gear-strive-pc,11.14.22
Kuya_D,SmacksMcgee#CFG,3,0,Losers Round 1,tns-guilty-gear-strive-58-pc,guilty-gear-strive-pc,11.14.22
Lamayo,Puma,3,0,Losers Round 1,tns-guilty-gear-strive-58-pc,guilty-gear-strive-pc,11.14.22
monte,Brynima,3,0,Losers Round 1,tns-guilty-gear-strive-58-pc,guilty-gear-strive-pc,11.14.22
Pch,JayC,3,0,Losers Round 1,tns-guilty-gear-strive-58-pc,guilty-gear-strive-pc,11.14.22
Ciyef,Freshman,0,-1,Losers Round 1,tns-guilty-gear-strive-58-pc,guilty-gear-strive-pc,11.14.22
Remi Celeste,UMISHO,2,3,Losers Semi-Final,tns-guilty-gear-strive-58-pc,guilty-gear-strive-pc,11.14.22
Shífu,Kaiina,1,3,Winners Round 1,tns-guilty-gear-strive-58-pc,guilty-gear-strive-pc,11.14.22
BizkitnoBev,MajorTom,3,2,Winners Round 1,tns-guilty-gear-strive-58-pc,guilty-gear-strive-pc,11.14.22
Jeet,AbsoluteManiac,0,3,Winners Round 1,tns-guilty-gear-strive-58-pc,guilty-gear-strive-pc,11.14.22
Cheryo,Wabunga,0,3,Winners Quarter-Final,tns-guilty-gear-strive-58-pc,guilty-gear-strive-pc,11.14.22
Wabunga,daze,1,3,Winners Semi-Final,tns-guilty-gear-strive-58-pc,guilty-gear-strive-pc,11.14.22
Burstdragon1,sin,3,1,Winners Round 1,tns-guilty-gear-strive-58-pc,guilty-gear-strive-pc,11.14.22
Essemyth,Mystery Solver,0,3,Winners Round 1,tns-guilty-gear-strive-58-pc,guilty-gear-strive-pc,11.14.22
Bigger_Bag,P-Roni,0,-1,Winners Round 1,tns-guilty-gear-strive-58-pc,guilty-gear-strive-pc,11.14.22
Solstice,daze,2,3,Winners Quarter-Final,tns-guilty-gear-strive-58-pc,guilty-gear-strive-pc,11.14.22
Avid,mkj,0,3,Winners Round 1,tns-guilty-gear-strive-58-pc,guilty-gear-strive-pc,11.14.22
Remi Celeste,Razzo,0,3,Winners Semi-Final,tns-guilty-gear-strive-58-pc,guilty-gear-strive-pc,11.14.22
Voltiyon,Tommy J,-1,0,Winners Round 1,tns-guilty-gear-strive-58-pc,guilty-gear-strive-pc,11.14.22
monte,Lethality,3,0,Winners Round 1,tns-guilty-gear-strive-58-pc,guilty-gear-strive-pc,11.14.22
Pch,Darkish Souls,0,-1,Winners Round 1,tns-guilty-gear-strive-58-pc,guilty-gear-strive-pc,11.14.22
Ciyef,SmacksMcgee#CFG,3,0,Winners Round 1,tns-guilty-gear-strive-58-pc,guilty-gear-strive-pc,11.14.22
UMISHO,Remi Celeste,2,3,Winners Quarter-Final,tns-guilty-gear-strive-58-pc,guilty-gear-strive-pc,11.14.22
Lamayo,Barcelona,3,1,Winners Round 1,tns-guilty-gear-strive-58-pc,guilty-gear-strive-pc,11.14.22
Kuya_D,Freshman,0,-1,Winners Round 1,tns-guilty-gear-strive-58-pc,guilty-gear-strive-pc,11.14.22
nobody,Puma,3,2,Winners Round 1,tns-guilty-gear-strive-58-pc,guilty-gear-strive-pc,11.14.22
wffls,JayC,3,0,Winners Round 1,tns-guilty-gear-strive-58-pc,guilty-gear-strive-pc,11.14.22
Razzo,Testyourluck,3,1,Winners Quarter-Final,tns-guilty-gear-strive-58-pc,guilty-gear-strive-pc,11.14.22
Rin,Brynima,3,0,Winners Round 1,tns-guilty-gear-strive-58-pc,guilty-gear-strive-pc,11.14.22
Mop,Revi,3,0,Winners Round 1,tns-guilty-gear-strive-58-pc,guilty-gear-strive-pc,11.14.22
southpaw flash,Minimefuzzy,0,-1,Winners Round 1,tns-guilty-gear-strive-58-pc,guilty-gear-strive-pc,11.14.22
tsund,K0ba,3,0,Winners Round 1,tns-guilty-gear-strive-58-pc,guilty-gear-strive-pc,11.14.22
Erickson Shine,D3WDify,-1,0,Winners Round 1,tns-guilty-gear-strive-58-pc,guilty-gear-strive-pc,11.14.22
Remi Celeste,NBNHMR,3,1,Losers Quarter-Final,tns-guilty-gear-strive-58-pc,guilty-gear-strive-pc,11.14.22
Wabunga,UMISHO,2,3,Losers Quarter-Final,tns-guilty-gear-strive-58-pc,guilty-gear-strive-pc,11.14.22
Solstice,NBNHMR,0,3,Losers Round 3,tns-guilty-gear-strive-58-pc,guilty-gear-strive-pc,11.14.22
Cheryo,Arbiter,3,2,Losers Round 3,tns-guilty-gear-strive-58-pc,guilty-gear-strive-pc,11.14.22
Testyourluck,MjKurase,3,1,Losers Round 3,tns-guilty-gear-strive-58-pc,guilty-gear-strive-pc,11.14.22
UMISHO,CMDRCamper,3,1,Losers Round 3,tns-guilty-gear-strive-58-pc,guilty-gear-strive-pc,11.14.22
Cheryo,NBNHMR,0,3,Losers Round 1,tns-guilty-gear-strive-58-pc,guilty-gear-strive-pc,11.14.22
UMISHO,Testyourluck,3,2,Losers Round 1,tns-guilty-gear-strive-58-pc,guilty-gear-strive-pc,11.14.22
NBNHMR,galaxybutter,3,0,Losers Round 2,tns-guilty-gear-strive-58-pc,guilty-gear-strive-pc,11.14.22
Dwarl Warberry,Arbiter,1,3,Losers Round 2,tns-guilty-gear-strive-58-pc,guilty-gear-strive-pc,11.14.22
MjKurase,Sunlight,3,0,Losers Round 2,tns-guilty-gear-strive-58-pc,guilty-gear-strive-pc,11.14.22
CMDRCamper,Yurikov,3,2,Losers Round 2,tns-guilty-gear-strive-58-pc,guilty-gear-strive-pc,11.14.22
mike_Saftig,NBNHMR,0,3,Losers Round 1,tns-guilty-gear-strive-58-pc,guilty-gear-strive-pc,11.14.22
Lurry,galaxybutter,2,3,Losers Round 1,tns-guilty-gear-strive-58-pc,guilty-gear-strive-pc,11.14.22
Mop,Dwarl Warberry,0,3,Losers Round 1,tns-guilty-gear-strive-58-pc,guilty-gear-strive-pc,11.14.22
Arbiter,Ciyef,3,2,Losers Round 1,tns-guilty-gear-strive-58-pc,guilty-gear-strive-pc,11.14.22
MjKurase,Petrafied,3,0,Losers Round 1,tns-guilty-gear-strive-58-pc,guilty-gear-strive-pc,11.14.22
Lapriz,Sunlight,-1,0,Losers Round 1,tns-guilty-gear-strive-58-pc,guilty-gear-strive-pc,11.14.22
saintv0,CMDRCamper,0,3,Losers Round 1,tns-guilty-gear-strive-58-pc,guilty-gear-strive-pc,11.14.22
Yurikov,MrChupy01,3,0,Losers Round 1,tns-guilty-gear-strive-58-pc,guilty-gear-strive-pc,11.14.22
UMISHO,Lurry,3,0,Winners Semi-Final,tns-guilty-gear-strive-59-pc,guilty-gear-strive-pc,11.28.22
Lolo,MjKurase,1,3,Winners Semi-Final,tns-guilty-gear-strive-59-pc,guilty-gear-strive-pc,11.28.22
Walter,OddToaster,0,3,Winners Semi-Final,tns-guilty-gear-strive-59-pc,guilty-gear-strive-pc,11.28.22
Falkor,Petrafied,3,2,Winners Semi-Final,tns-guilty-gear-strive-59-pc,guilty-gear-strive-pc,11.28.22
NBNHMR,Tenack,3,0,Winners Semi-Final,tns-guilty-gear-strive-59-pc,guilty-gear-strive-pc,11.28.22
Marvelo,Eddventure,3,2,Winners Semi-Final,tns-guilty-gear-strive-59-pc,guilty-gear-strive-pc,11.28.22
Somnium,MFCR,0,3,Winners Semi-Final,tns-guilty-gear-strive-59-pc,guilty-gear-strive-pc,11.28.22
Remi Celeste,Rat,3,1,Winners Semi-Final,tns-guilty-gear-strive-59-pc,guilty-gear-strive-pc,11.28.22
WATER-1,PORK LAZER,0,3,Losers Round 4,tns-guilty-gear-strive-59-pc,guilty-gear-strive-pc,11.28.22
K7 Showoff,SonAceKeem,3,2,Losers Round 4,tns-guilty-gear-strive-59-pc,guilty-gear-strive-pc,11.28.22
Lamayo,Razzo,1,3,Losers Round 4,tns-guilty-gear-strive-59-pc,guilty-gear-strive-pc,11.28.22
Lapriz,SQ,1,3,Losers Round 4,tns-guilty-gear-strive-59-pc,guilty-gear-strive-pc,11.28.22
MunchenMan,Barrik,2,3,Losers Round 4,tns-guilty-gear-strive-59-pc,guilty-gear-strive-pc,11.28.22
Meatloaf,Testyourluck,1,3,Losers Round 4,tns-guilty-gear-strive-59-pc,guilty-gear-strive-pc,11.28.22
saintv0,Medic,2,3,Losers Round 4,tns-guilty-gear-strive-59-pc,guilty-gear-strive-pc,11.28.22
Zintai,galaxybutter,3,0,Losers Round 4,tns-guilty-gear-strive-59-pc,guilty-gear-strive-pc,11.28.22
NBNHMR,MFCR,3,1,Grand Final,tns-guilty-gear-strive-59-pc,guilty-gear-strive-pc,11.28.22
UMISHO,PORK LAZER,3,1,Winners Quarter-Final,tns-guilty-gear-strive-59-pc,guilty-gear-strive-pc,11.28.22
Razzo,Falkor,0,3,Winners Quarter-Final,tns-guilty-gear-strive-59-pc,guilty-gear-strive-pc,11.28.22
NBNHMR,Overcrack,3,0,Winners Quarter-Final,tns-guilty-gear-strive-59-pc,guilty-gear-strive-pc,11.28.22
Lurry,WATER-1,3,0,Winners Quarter-Final,tns-guilty-gear-strive-59-pc,guilty-gear-strive-pc,11.28.22
SQ,Lolo,2,3,Winners Quarter-Final,tns-guilty-gear-strive-59-pc,guilty-gear-strive-pc,11.28.22
MjKurase,Lapriz,3,0,Winners Quarter-Final,tns-guilty-gear-strive-59-pc,guilty-gear-strive-pc,11.28.22
Walter,SonAceKeem,3,0,Winners Quarter-Final,tns-guilty-gear-strive-59-pc,guilty-gear-strive-pc,11.28.22
Petrafied,Mawquis,3,1,Winners Quarter-Final,tns-guilty-gear-strive-59-pc,guilty-gear-strive-pc,11.28.22
Tenack,MunchenMan,3,1,Winners Quarter-Final,tns-guilty-gear-strive-59-pc,guilty-gear-strive-pc,11.28.22
Remi Celeste,Medic,3,2,Winners Quarter-Final,tns-guilty-gear-strive-59-pc,guilty-gear-strive-pc,11.28.22
Testyourluck,Somnium,1,3,Winners Quarter-Final,tns-guilty-gear-strive-59-pc,guilty-gear-strive-pc,11.28.22
Marvelo,galaxybutter,3,1,Winners Quarter-Final,tns-guilty-gear-strive-59-pc,guilty-gear-strive-pc,11.28.22
K7 Showoff,OddToaster,0,3,Winners Quarter-Final,tns-guilty-gear-strive-59-pc,guilty-gear-strive-pc,11.28.22
Rat,saintv0,3,0,Winners Quarter-Final,tns-guilty-gear-strive-59-pc,guilty-gear-strive-pc,11.28.22
Eddventure,Zintai,3,2,Winners Quarter-Final,tns-guilty-gear-strive-59-pc,guilty-gear-strive-pc,11.28.22
MFCR,Meatloaf,3,1,Winners Quarter-Final,tns-guilty-gear-strive-59-pc,guilty-gear-strive-pc,11.28.22
WATER-1,Squidlye,3,2,Losers Round 3,tns-guilty-gear-strive-59-pc,guilty-gear-strive-pc,11.28.22
PORK LAZER,Shen Blaze,3,0,Losers Round 3,tns-guilty-gear-strive-59-pc,guilty-gear-strive-pc,11.28.22
Mawquis,Lamayo,1,3,Losers Round 3,tns-guilty-gear-strive-59-pc,guilty-gear-strive-pc,11.28.22
MunchenMan,CrimZon,3,1,Losers Round 3,tns-guilty-gear-strive-59-pc,guilty-gear-strive-pc,11.28.22
Lapriz,MrChupy01,3,0,Losers Round 3,tns-guilty-gear-strive-59-pc,guilty-gear-strive-pc,11.28.22
K7 Showoff,SwollenOsty,3,0,Losers Round 3,tns-guilty-gear-strive-59-pc,guilty-gear-strive-pc,11.28.22
Razzo,Z_Guy,3,2,Losers Round 3,tns-guilty-gear-strive-59-pc,guilty-gear-strive-pc,11.28.22
Overcrack,Barrik,1,3,Losers Round 3,tns-guilty-gear-strive-59-pc,guilty-gear-strive-pc,11.28.22
SQ,Papa Leo,3,0,Losers Round 3,tns-guilty-gear-strive-59-pc,guilty-gear-strive-pc,11.28.22
SonAceKeem,Blammo,3,0,Losers Round 3,tns-guilty-gear-strive-59-pc,guilty-gear-strive-pc,11.28.22
Zintai,ITH,3,1,Losers Round 3,tns-guilty-gear-strive-59-pc,guilty-gear-strive-pc,11.28.22
